Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,8CESK0LV,IUSRULWE,MEALYT7M,MTU6F5AX,YMM2RB8W
mdcD,mdcD,malonate decarboxylase subunit beta,5,5,1.0,18,41,,,,864,864,864.0,GCDEOBMB_04900,DBBBBKPJ_04933,INHMNHHN_05266,PDFLHPBO_05018,FNCGEDBI_04913
group_4752,,porin,5,5,1.0,18,40,,,,1359,1359,1359.0,GCDEOBMB_04917,DBBBBKPJ_04950,INHMNHHN_01125,PDFLHPBO_05035,FNCGEDBI_01939
group_4751,,transcriptional regulator,5,5,1.0,18,39,,,,930,930,930.0,GCDEOBMB_04894,DBBBBKPJ_04927,INHMNHHN_05260,PDFLHPBO_05012,FNCGEDBI_04919
group_4750,,transcriptional regulator,5,5,1.0,18,38,,,,465,465,465.0,GCDEOBMB_04858,DBBBBKPJ_04891,INHMNHHN_05224,PDFLHPBO_04976,FNCGEDBI_04955
group_4749,,transcriptional regulator,5,5,1.0,18,37,,,,867,867,867.0,GCDEOBMB_04863,DBBBBKPJ_04896,INHMNHHN_05229,PDFLHPBO_04981,FNCGEDBI_04950
pntAA,pntAA,NAD(P) transhydrogenase subunit alpha,5,5,1.0,18,36,,,,1119,1119,1119.0,GCDEOBMB_04911,DBBBBKPJ_04944,INHMNHHN_01119,PDFLHPBO_05029,FNCGEDBI_01933
group_4748,,hypothetical protein,5,5,1.0,18,35,,,,582,582,582.0,GCDEOBMB_04904,DBBBBKPJ_04937,INHMNHHN_06253,PDFLHPBO_05022,FNCGEDBI_04909
pcaD,pcaD,3-oxoadipate enol-lactonase,5,5,1.0,18,34,,,,792,792,792.0,GCDEOBMB_04880,DBBBBKPJ_04913,INHMNHHN_05246,PDFLHPBO_04998,FNCGEDBI_04933
group_4747,,acyl transferase,5,5,1.0,18,33,,,,933,933,933.0,GCDEOBMB_04897,DBBBBKPJ_04930,INHMNHHN_05263,PDFLHPBO_05015,FNCGEDBI_04916
group_4746,,hypothetical protein,5,5,1.0,18,32,,,,933,933,933.0,GCDEOBMB_04854,DBBBBKPJ_04888,INHMNHHN_05220,PDFLHPBO_04973,FNCGEDBI_04959
group_4745,,acid phosphatase,5,5,1.0,18,31,,,,726,726,726.0,GCDEOBMB_04916,DBBBBKPJ_04949,INHMNHHN_01124,PDFLHPBO_05034,FNCGEDBI_01938
exbB1,exbB1,transporter ExbB,5,5,1.0,18,30,,,,354,720,646.8,GCDEOBMB_04907,DBBBBKPJ_04940,INHMNHHN_06250,PDFLHPBO_05025,FNCGEDBI_04907
group_4744,,transcriptional regulator,5,5,1.0,18,29,,,,273,933,801.0,GCDEOBMB_04924,DBBBBKPJ_04957,INHMNHHN_01133,PDFLHPBO_05043,FNCGEDBI_01947
pcaB,pcaB,3-carboxy-ciscis-muconate cycloisomerase,5,5,1.0,18,28,,,,1380,1380,1380.0,GCDEOBMB_04881,DBBBBKPJ_04914,INHMNHHN_05247,PDFLHPBO_04999,FNCGEDBI_04932
group_4743,,aminotransferase,5,5,1.0,18,27,,,,1383,1383,1383.0,GCDEOBMB_04890,DBBBBKPJ_04923,INHMNHHN_05256,PDFLHPBO_05008,FNCGEDBI_04923
group_4742,,hypothetical protein,5,5,1.0,18,26,,,,879,879,879.0,GCDEOBMB_04872,DBBBBKPJ_04905,INHMNHHN_05238,PDFLHPBO_04990,FNCGEDBI_04941
aroQ2,aroQ2,3-dehydroquinate dehydratase,5,5,1.0,18,25,,,,447,447,447.0,GCDEOBMB_04866,DBBBBKPJ_04899,INHMNHHN_05232,PDFLHPBO_04984,FNCGEDBI_04947
group_4741,,hypothetical protein,5,5,1.0,18,24,,,,255,255,255.0,GCDEOBMB_04859,DBBBBKPJ_04892,INHMNHHN_05225,PDFLHPBO_04977,FNCGEDBI_04954
group_4740,,transcriptional regulator,5,5,1.0,18,23,,,,942,942,942.0,GCDEOBMB_04878,DBBBBKPJ_04911,INHMNHHN_05244,PDFLHPBO_04996,FNCGEDBI_04935
group_4738,,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,5,5,1.0,18,21,,,,882,882,882.0,GCDEOBMB_04902,DBBBBKPJ_04935,INHMNHHN_05268,PDFLHPBO_05020,FNCGEDBI_04911
group_4737,,dihydrodipicolinate synthetase,5,5,1.0,18,20,,,,882,882,882.0,GCDEOBMB_04888,DBBBBKPJ_04921,INHMNHHN_05254,PDFLHPBO_05006,FNCGEDBI_04925
group_4735,,ABC transporter permease,5,5,1.0,18,18,,,,1617,1617,1617.0,GCDEOBMB_04919,DBBBBKPJ_04954,INHMNHHN_01129,PDFLHPBO_05039,FNCGEDBI_01943
aer2,aer2,aerotaxis transducer Aer2,5,5,1.0,18,17,,,,2040,2040,2040.0,0_refound_1,DBBBBKPJ_04962,INHMNHHN_01138,PDFLHPBO_05048,FNCGEDBI_01952
mdcE,mdcE,malonate decarboxylase subunit gamma,5,5,1.0,18,16,,,,807,807,807.0,GCDEOBMB_04899,DBBBBKPJ_04932,INHMNHHN_05265,PDFLHPBO_05017,FNCGEDBI_04914
group_4734,,porin,5,5,1.0,18,15,,,,1266,1266,1266.0,GCDEOBMB_04871,DBBBBKPJ_04904,INHMNHHN_05237,PDFLHPBO_04989,FNCGEDBI_04942
cttP,cttP,trichloroethylene chemotactic transducer CttP,5,5,1.0,18,14,,,,1143,1173,1167.0,GCDEOBMB_04925,DBBBBKPJ_04958,INHMNHHN_01134,PDFLHPBO_05044,FNCGEDBI_01948
group_4733,,two-component sensor,5,5,1.0,18,13,,,,345,1929,1612.2,GCDEOBMB_06466,DBBBBKPJ_04960,INHMNHHN_01136,PDFLHPBO_05046,FNCGEDBI_01950
group_4731,,hypothetical protein,5,5,1.0,18,11,,,,213,213,213.0,GCDEOBMB_04905,DBBBBKPJ_04938,INHMNHHN_06252,PDFLHPBO_05023,FNCGEDBI_04908
group_4730,,hypothetical protein,5,5,1.0,18,10,,,,642,642,642.0,GCDEOBMB_04860,DBBBBKPJ_04893,INHMNHHN_05226,PDFLHPBO_04978,FNCGEDBI_04953
cheD,cheD,Chemoreceptor glutamine deamidase CheD,5,5,1.0,18,9,,,,603,603,603.0,GCDEOBMB_06430,DBBBBKPJ_04964,INHMNHHN_01140,PDFLHPBO_05050,FNCGEDBI_01954
group_4729,,transcriptional regulator,5,5,1.0,18,8,,,,669,669,669.0,GCDEOBMB_04868,DBBBBKPJ_04901,INHMNHHN_05234,PDFLHPBO_04986,FNCGEDBI_04945
mdcA,mdcA,malonate decarboxylase subunit alpha,5,5,1.0,18,6,,,,1665,1665,1665.0,GCDEOBMB_04903,DBBBBKPJ_04936,INHMNHHN_05269,PDFLHPBO_05021,FNCGEDBI_04910
group_4727,,oxidoreductase,5,5,1.0,18,5,,,,1044,1044,1044.0,GCDEOBMB_04874,DBBBBKPJ_04907,INHMNHHN_05240,PDFLHPBO_04992,FNCGEDBI_04939
group_4725,,hypothetical protein,5,5,1.0,18,3,,,,816,816,816.0,GCDEOBMB_04873,DBBBBKPJ_04906,INHMNHHN_05239,PDFLHPBO_04991,FNCGEDBI_04940
group_4724,,chemotaxis response regulator protein-glutamate methylesterase,5,5,1.0,18,2,,,,126,1050,434.0,0_refound_12,DBBBBKPJ_04965,INHMNHHN_01141,3_refound_50,FNCGEDBI_01955
group_4723,,chemotaxis protein methyltransferase,5,5,1.0,18,1,,,,525,843,779.4,GCDEOBMB_06429,DBBBBKPJ_04963,INHMNHHN_01139,PDFLHPBO_05049,FNCGEDBI_01953
group_4722,,major facilitator superfamily transporter,5,5,1.0,17,29,,,,1215,1215,1215.0,GCDEOBMB_04844,DBBBBKPJ_05070,INHMNHHN_04787,PDFLHPBO_00517,FNCGEDBI_05244
group_4721,,hypothetical protein,5,5,1.0,17,28,,,,183,183,183.0,GCDEOBMB_04833,DBBBBKPJ_05081,INHMNHHN_04776,PDFLHPBO_00506,FNCGEDBI_05233
cysT,cysT,sulfate transporter CysT,5,5,1.0,17,27,,,,819,819,819.0,GCDEOBMB_04835,DBBBBKPJ_05079,INHMNHHN_04778,PDFLHPBO_00508,FNCGEDBI_05235
cysA,cysA,sulfate.thiosulfate ABC transporter ATP-binding protein CysA,5,5,1.0,17,26,,,,990,990,990.0,GCDEOBMB_04837,DBBBBKPJ_05077,INHMNHHN_04780,PDFLHPBO_00510,FNCGEDBI_05237
group_4720,,transcriptional regulator,5,5,1.0,17,25,,,,699,699,699.0,GCDEOBMB_04838,DBBBBKPJ_05076,INHMNHHN_04781,PDFLHPBO_00511,FNCGEDBI_05238
group_4719,,hypothetical protein,5,5,1.0,17,24,,,,753,753,753.0,GCDEOBMB_04839,DBBBBKPJ_05075,INHMNHHN_04782,PDFLHPBO_00512,FNCGEDBI_05239
group_4718,,hypothetical protein,5,5,1.0,17,23,,,,438,438,438.0,GCDEOBMB_04848,DBBBBKPJ_05066,INHMNHHN_04791,PDFLHPBO_00521,FNCGEDBI_05248
group_4717,,hypothetical protein,5,5,1.0,17,22,,,,1200,1200,1200.0,GCDEOBMB_04850,DBBBBKPJ_05064,INHMNHHN_04793,PDFLHPBO_00523,FNCGEDBI_05250
group_4716,,hypothetical protein,5,5,1.0,17,21,,,,771,771,771.0,GCDEOBMB_04843,DBBBBKPJ_05071,INHMNHHN_04786,PDFLHPBO_00516,FNCGEDBI_05243
aguA_3,aguA_3,agmatine deiminase,5,5,1.0,17,20,,,,1107,1107,1107.0,GCDEOBMB_04825,DBBBBKPJ_05089,INHMNHHN_04768,PDFLHPBO_00498,FNCGEDBI_05225
group_4715,,hypothetical protein,5,5,1.0,17,19,,,,972,972,972.0,GCDEOBMB_04827,DBBBBKPJ_05087,INHMNHHN_04770,PDFLHPBO_00500,FNCGEDBI_05227
group_4714,,hypothetical protein,5,5,1.0,17,18,,,,408,408,408.0,GCDEOBMB_04847,DBBBBKPJ_05067,INHMNHHN_04790,PDFLHPBO_00520,FNCGEDBI_05247
group_4713,,hypothetical protein,5,5,1.0,17,17,,,,285,285,285.0,GCDEOBMB_04846,DBBBBKPJ_05068,INHMNHHN_04789,PDFLHPBO_00519,FNCGEDBI_05246
cysW,cysW,sulfate transporter CysW,5,5,1.0,17,16,,,,870,870,870.0,GCDEOBMB_04836,DBBBBKPJ_05078,INHMNHHN_04779,PDFLHPBO_00509,FNCGEDBI_05236
group_4712,,transcriptional regulator,5,5,1.0,17,15,,,,933,933,933.0,GCDEOBMB_04845,DBBBBKPJ_05069,INHMNHHN_04788,PDFLHPBO_00518,FNCGEDBI_05245
group_4711,,transcriptional regulator,5,5,1.0,17,14,,,,687,687,687.0,GCDEOBMB_04842,DBBBBKPJ_05072,INHMNHHN_04785,PDFLHPBO_00515,FNCGEDBI_05242
desA,desA,delta-9 fatty acid desaturase DesA,5,5,1.0,17,13,,,,1179,1179,1179.0,GCDEOBMB_04831,DBBBBKPJ_05083,INHMNHHN_04774,PDFLHPBO_00504,FNCGEDBI_05231
gabD,gabD,glutarate-semialdehyde dehydrogenase DavD,5,5,1.0,17,12,,,,1452,1452,1452.0,GCDEOBMB_04852,DBBBBKPJ_05062,INHMNHHN_04795,PDFLHPBO_00525,FNCGEDBI_05252
ycaL,ycaL,Metalloprotease YcaL,5,5,1.0,17,11,,,,759,759,759.0,GCDEOBMB_04840,DBBBBKPJ_05074,INHMNHHN_04783,PDFLHPBO_00513,FNCGEDBI_05240
sbp,sbp,sulfate-binding protein,5,5,1.0,17,10,,,,999,999,999.0,GCDEOBMB_04834,DBBBBKPJ_05080,INHMNHHN_04777,PDFLHPBO_00507,FNCGEDBI_05234
gpuA,gpuA,guanidinopropionase,5,5,1.0,17,9,,,,957,957,957.0,GCDEOBMB_04829,DBBBBKPJ_05085,INHMNHHN_04772,PDFLHPBO_00502,FNCGEDBI_05229
group_4710,,hypothetical protein,5,5,1.0,17,8,,,,2283,2283,2283.0,GCDEOBMB_04832,DBBBBKPJ_05082,INHMNHHN_04775,PDFLHPBO_00505,FNCGEDBI_05232
group_4709,,transcriptional regulator,5,5,1.0,17,7,,,,1422,1422,1422.0,GCDEOBMB_04849,DBBBBKPJ_05065,INHMNHHN_04792,PDFLHPBO_00522,FNCGEDBI_05249
group_4708,,5-aminovalerate aminotransferase DavT,5,5,1.0,17,6,,,,1281,1281,1281.0,GCDEOBMB_04851,DBBBBKPJ_05063,INHMNHHN_04794,PDFLHPBO_00524,FNCGEDBI_05251
group_4707,,hypothetical protein,5,5,1.0,17,5,,,,516,516,516.0,GCDEOBMB_04841,DBBBBKPJ_05073,INHMNHHN_04784,PDFLHPBO_00514,FNCGEDBI_05241
aguB_3,aguB_3,N-carbamoylputrescine amidohydrolase,5,5,1.0,17,4,,,,879,879,879.0,GCDEOBMB_04824,DBBBBKPJ_05090,INHMNHHN_04767,PDFLHPBO_00497,FNCGEDBI_05224
oprE,oprE,anaerobically-induced outer membrane porin OprE,5,5,1.0,17,3,,,,1383,1383,1383.0,GCDEOBMB_04826,DBBBBKPJ_05088,INHMNHHN_04769,PDFLHPBO_00499,FNCGEDBI_05226
gpuR,gpuR,transcriptional activator GpuR,5,5,1.0,17,2,,,,963,963,963.0,GCDEOBMB_04828,DBBBBKPJ_05086,INHMNHHN_04771,PDFLHPBO_00501,FNCGEDBI_05228
gpuP,gpuP,3-guanidinopropionate transporter,5,5,1.0,17,1,,,,1386,1386,1386.0,GCDEOBMB_04830,DBBBBKPJ_05084,INHMNHHN_04773,PDFLHPBO_00503,FNCGEDBI_05230
group_4706,,transcriptional regulator,5,5,1.0,16,99,,,,1053,1053,1053.0,GCDEOBMB_04523,DBBBBKPJ_05729,INHMNHHN_05430,PDFLHPBO_05063,FNCGEDBI_05266
group_4705,,hypothetical protein,5,5,1.0,16,98,,,,90,90,90.0,GCDEOBMB_04516,DBBBBKPJ_05722,INHMNHHN_05437,PDFLHPBO_05070,FNCGEDBI_05273
group_4704,,coniferyl aldehyde dehydrogenase,5,5,1.0,16,97,,,,1431,1431,1431.0,GCDEOBMB_04458,DBBBBKPJ_05664,INHMNHHN_05494,PDFLHPBO_05127,FNCGEDBI_05329
group_4703,,major facilitator superfamily transporter,5,5,1.0,16,96,,,,1230,1242,1239.6,GCDEOBMB_04491,DBBBBKPJ_05697,INHMNHHN_05462,PDFLHPBO_05095,FNCGEDBI_05297
group_4702,,hypothetical protein,5,5,1.0,16,95,,,,345,345,345.0,GCDEOBMB_04466,DBBBBKPJ_05672,INHMNHHN_05487,PDFLHPBO_05120,FNCGEDBI_05322
group_4701,,hypothetical protein,5,5,1.0,16,94,,,,612,612,612.0,GCDEOBMB_04521,DBBBBKPJ_05727,INHMNHHN_05432,PDFLHPBO_05065,FNCGEDBI_05268
group_4700,,hypothetical protein,5,5,1.0,16,93,,,,468,468,468.0,GCDEOBMB_04494,DBBBBKPJ_05700,INHMNHHN_05459,PDFLHPBO_05092,FNCGEDBI_05294
group_4699,,hypothetical protein,5,5,1.0,16,92,,,,468,468,468.0,GCDEOBMB_04492,DBBBBKPJ_05698,INHMNHHN_05461,PDFLHPBO_05094,FNCGEDBI_05296
pfpI_2,pfpI_2,protease PfpI,5,5,1.0,16,91,,,,540,540,540.0,GCDEOBMB_04470,DBBBBKPJ_05676,INHMNHHN_05483,PDFLHPBO_05116,FNCGEDBI_05318
spuA,spuA,glutamine amidotransferase,5,5,1.0,16,90,,,,753,753,753.0,GCDEOBMB_04532,DBBBBKPJ_05738,INHMNHHN_05421,PDFLHPBO_05054,FNCGEDBI_05257
group_4698,,hypothetical protein,5,5,1.0,16,89,,,,753,753,753.0,GCDEOBMB_04519,DBBBBKPJ_05725,INHMNHHN_05434,PDFLHPBO_05067,FNCGEDBI_05270
group_4696,,hypothetical protein,5,5,1.0,16,86,,,,756,756,756.0,GCDEOBMB_04486,DBBBBKPJ_05692,INHMNHHN_05467,PDFLHPBO_05100,FNCGEDBI_05302
group_4695,,hypothetical protein,5,5,1.0,16,85,,,,474,474,474.0,GCDEOBMB_04474,DBBBBKPJ_05680,INHMNHHN_05479,PDFLHPBO_05112,FNCGEDBI_05314
group_4694,,acetyltransferase,5,5,1.0,16,84,,,,411,411,411.0,GCDEOBMB_04456,DBBBBKPJ_05662,INHMNHHN_05496,PDFLHPBO_05129,FNCGEDBI_05331
group_4693,,gamma-glutamyltranspeptidase,5,5,1.0,16,83,,,,1734,1734,1734.0,GCDEOBMB_04463,DBBBBKPJ_05669,INHMNHHN_05489,PDFLHPBO_05122,FNCGEDBI_05324
ygiW,ygiW,Protein YgiW,5,5,1.0,16,82,,,,351,351,351.0,GCDEOBMB_04507,DBBBBKPJ_05713,INHMNHHN_05446,PDFLHPBO_05079,FNCGEDBI_05282
group_4692,,hypothetical protein,5,5,1.0,16,81,,,,549,549,549.0,GCDEOBMB_04459,DBBBBKPJ_05665,INHMNHHN_05493,PDFLHPBO_05126,FNCGEDBI_05328
ptsP,ptsP,phosphoenolpyruvate-protein phosphotransferase PtsP,5,5,1.0,16,80,,,,2280,2280,2280.0,GCDEOBMB_04488,DBBBBKPJ_05694,INHMNHHN_05465,PDFLHPBO_05098,FNCGEDBI_05300
group_4691,,L-cysteine ABC transporter protein YecS,5,5,1.0,16,79,,,,693,693,693.0,GCDEOBMB_04514,DBBBBKPJ_05720,INHMNHHN_05439,PDFLHPBO_05072,FNCGEDBI_05275
group_4690,,ABC transporter ATP-binding protein,5,5,1.0,16,78,,,,1050,1050,1050.0,GCDEOBMB_04501,DBBBBKPJ_05707,INHMNHHN_05452,PDFLHPBO_05085,FNCGEDBI_05288
ygdP,ygdP,RNA pyrophosphohydrolase,5,5,1.0,16,77,,,,480,480,480.0,GCDEOBMB_04489,DBBBBKPJ_05695,INHMNHHN_05464,PDFLHPBO_05097,FNCGEDBI_05299
coaD,coaD,phosphopantetheine adenylyltransferase,5,5,1.0,16,76,,,,480,480,480.0,GCDEOBMB_04461,DBBBBKPJ_05667,INHMNHHN_05491,PDFLHPBO_05124,FNCGEDBI_05326
group_4689,,hypothetical protein,5,5,1.0,16,75,,,,555,555,555.0,GCDEOBMB_04517,DBBBBKPJ_05723,INHMNHHN_05436,PDFLHPBO_05069,FNCGEDBI_05272
spuG,spuG,polyamine transporter PotH,5,5,1.0,16,74,,,,912,912,912.0,GCDEOBMB_04526,DBBBBKPJ_05732,INHMNHHN_05427,PDFLHPBO_05060,FNCGEDBI_05263
group_4688,,hypothetical protein,5,5,1.0,16,73,,,,294,567,512.4,GCDEOBMB_04454,DBBBBKPJ_05660,INHMNHHN_05498,PDFLHPBO_05131,FNCGEDBI_05333
quiP_2,quiP_2,acyl-homoserine lactone acylase QuiP,5,5,1.0,16,72,,,,2388,2388,2388.0,GCDEOBMB_04524,DBBBBKPJ_05730,INHMNHHN_05429,PDFLHPBO_05062,FNCGEDBI_05265
rlmI,rlmI,Ribosomal RNA large subunit methyltransferase I,5,5,1.0,16,71,,,,1197,1197,1197.0,GCDEOBMB_04471,DBBBBKPJ_05677,INHMNHHN_05482,PDFLHPBO_05115,FNCGEDBI_05317
group_4687,,hypothetical protein,5,5,1.0,16,70,,,,1488,1488,1488.0,GCDEOBMB_04452,DBBBBKPJ_05658,INHMNHHN_06242,PDFLHPBO_05133,FNCGEDBI_05335
group_4686,,L-cysteine ABC transporter protein FliY,5,5,1.0,16,69,,,,771,771,771.0,GCDEOBMB_04513,DBBBBKPJ_05719,INHMNHHN_05440,PDFLHPBO_05073,FNCGEDBI_05276
group_4685,,hypothetical protein,5,5,1.0,16,68,,,,630,630,630.0,GCDEOBMB_04518,DBBBBKPJ_05724,INHMNHHN_05435,PDFLHPBO_05068,FNCGEDBI_05271
group_4684,,hypothetical protein,5,5,1.0,16,67,,,,1095,1095,1095.0,GCDEOBMB_04477,DBBBBKPJ_05683,INHMNHHN_05476,PDFLHPBO_05109,FNCGEDBI_05311
group_4683,,hypothetical protein,5,5,1.0,16,66,,,,363,363,363.0,GCDEOBMB_04479,DBBBBKPJ_05685,INHMNHHN_05474,PDFLHPBO_05107,FNCGEDBI_05309
ilvD,ilvD,dihydroxy-acid dehydratase,5,5,1.0,16,65,,,,1839,1839,1839.0,GCDEOBMB_04472,DBBBBKPJ_05678,INHMNHHN_05481,PDFLHPBO_05114,FNCGEDBI_05316
spuE,spuE,spermidine ABC transporter substrate-binding protein SpuE,5,5,1.0,16,64,,,,1098,1098,1098.0,GCDEOBMB_04528,DBBBBKPJ_05734,INHMNHHN_05425,PDFLHPBO_05058,FNCGEDBI_05261
group_4682,,hypothetical protein,5,5,1.0,16,63,,,,999,999,999.0,GCDEOBMB_04455,DBBBBKPJ_05661,INHMNHHN_05497,PDFLHPBO_05130,FNCGEDBI_05332
group_4681,,hypothetical protein,5,5,1.0,16,61,,,,495,495,495.0,GCDEOBMB_04515,DBBBBKPJ_05721,INHMNHHN_05438,PDFLHPBO_05071,FNCGEDBI_05274
spuD_2,spuD_2,putrescine ABC transporter substrate-binding protein SpuD,5,5,1.0,16,60,,,,1104,1104,1104.0,GCDEOBMB_04529,DBBBBKPJ_05735,INHMNHHN_05424,PDFLHPBO_05057,FNCGEDBI_05260
ilvA1,ilvA1,threonine dehydratase,5,5,1.0,16,59,,,,1515,1515,1515.0,GCDEOBMB_04495,DBBBBKPJ_05701,INHMNHHN_05458,PDFLHPBO_05091,FNCGEDBI_05293
fdx1,fdx1,4Fe-4S ferredoxin,5,5,1.0,16,56,,,,252,252,252.0,GCDEOBMB_04462,DBBBBKPJ_05668,INHMNHHN_05490,PDFLHPBO_05123,FNCGEDBI_05325
spuB_2,spuB_2,glutamine synthetase,5,5,1.0,16,54,,,,1359,1359,1359.0,GCDEOBMB_04531,DBBBBKPJ_05737,INHMNHHN_05422,PDFLHPBO_05055,FNCGEDBI_05258
group_4678,,ABC transporter permease,5,5,1.0,16,53,,,,930,930,930.0,GCDEOBMB_04502,DBBBBKPJ_05708,INHMNHHN_05451,PDFLHPBO_05084,FNCGEDBI_05287
yjiK_3,yjiK_3,putative protein YjiK,5,5,1.0,16,52,,,,930,930,930.0,GCDEOBMB_04500,DBBBBKPJ_05706,INHMNHHN_05453,PDFLHPBO_05086,FNCGEDBI_05289
group_4677,,transcriptional regulator,5,5,1.0,16,51,,,,504,504,504.0,GCDEOBMB_04522,DBBBBKPJ_05728,INHMNHHN_05431,PDFLHPBO_05064,FNCGEDBI_05267
group_4676,,hypothetical protein,5,5,1.0,16,50,,,,438,438,438.0,GCDEOBMB_04512,DBBBBKPJ_05718,INHMNHHN_05441,PDFLHPBO_05074,FNCGEDBI_05277
group_4675,,hypothetical protein,5,5,1.0,16,49,,,,579,579,579.0,GCDEOBMB_04467,DBBBBKPJ_05673,INHMNHHN_05486,PDFLHPBO_05119,FNCGEDBI_05321
group_4674,,ABC transporter permease,5,5,1.0,16,48,,,,789,789,789.0,GCDEOBMB_04503,DBBBBKPJ_05709,INHMNHHN_05450,PDFLHPBO_05083,FNCGEDBI_05286
folA,folA,dihydrofolate reductase,5,5,1.0,16,46,,,,507,507,507.0,GCDEOBMB_04475,DBBBBKPJ_05681,INHMNHHN_05478,PDFLHPBO_05111,FNCGEDBI_05313
serA,serA,D-3-phosphoglycerate dehydrogenase,5,5,1.0,16,45,,,,1230,1230,1230.0,GCDEOBMB_04511,DBBBBKPJ_05717,INHMNHHN_05442,PDFLHPBO_05075,FNCGEDBI_05278
spuH,spuH,polyamine transporter PotI,5,5,1.0,16,43,,,,870,870,870.0,GCDEOBMB_04525,DBBBBKPJ_05731,INHMNHHN_05428,PDFLHPBO_05061,FNCGEDBI_05264
yjiK_4,yjiK_4,putative protein YjiK,5,5,1.0,16,42,,,,933,933,933.0,GCDEOBMB_04508,DBBBBKPJ_05714,INHMNHHN_05445,PDFLHPBO_05078,FNCGEDBI_05281
thyA,thyA,thymidylate synthase,5,5,1.0,16,41,,,,795,795,795.0,GCDEOBMB_04483,DBBBBKPJ_05689,INHMNHHN_05470,PDFLHPBO_05103,FNCGEDBI_05305
spuC_2,spuC_2,aminotransferase,5,5,1.0,16,39,,,,1371,1371,1371.0,GCDEOBMB_04530,DBBBBKPJ_05736,INHMNHHN_05423,PDFLHPBO_05056,FNCGEDBI_05259
group_4670,,transcriptional regulator,5,5,1.0,16,38,,,,648,648,648.0,GCDEOBMB_04457,DBBBBKPJ_05663,INHMNHHN_05495,PDFLHPBO_05128,FNCGEDBI_05330
group_4669,,sulfur carrier protein ThiS,5,5,1.0,16,37,,,,201,201,201.0,GCDEOBMB_04443,DBBBBKPJ_05649,INHMNHHN_06216,PDFLHPBO_05142,FNCGEDBI_05344
group_4668,,hypothetical protein,5,5,1.0,16,35,,,,1977,1977,1977.0,GCDEOBMB_04499,DBBBBKPJ_05705,INHMNHHN_05454,PDFLHPBO_05087,FNCGEDBI_05290
group_4667,,hypothetical protein,5,5,1.0,16,34,,,,798,798,798.0,GCDEOBMB_04482,DBBBBKPJ_05688,INHMNHHN_05471,PDFLHPBO_05104,FNCGEDBI_05306
thiG,thiG,thiazole synthase,5,5,1.0,16,33,,,,798,798,798.0,GCDEOBMB_04442,DBBBBKPJ_05648,INHMNHHN_06217,PDFLHPBO_05143,FNCGEDBI_05345
rsmD,rsmD,Ribosomal RNA small subunit methyltransferase D,5,5,1.0,16,32,,,,369,597,551.4,GCDEOBMB_04453,DBBBBKPJ_05659,INHMNHHN_05499,PDFLHPBO_05132,FNCGEDBI_05334
group_4666,,hypothetical protein,5,5,1.0,16,31,,,,1380,1380,1380.0,GCDEOBMB_04481,DBBBBKPJ_05687,INHMNHHN_05472,PDFLHPBO_05105,FNCGEDBI_05307
group_4665,,hypothetical protein,5,5,1.0,16,30,,,,324,324,324.0,GCDEOBMB_04438,DBBBBKPJ_05644,2_refound_34,PDFLHPBO_05147,FNCGEDBI_05349
group_4663,,hypothetical protein,5,5,1.0,16,28,,,,879,879,879.0,GCDEOBMB_04469,DBBBBKPJ_05675,INHMNHHN_05484,PDFLHPBO_05117,FNCGEDBI_05319
group_4662,,oxidoreductase,5,5,1.0,16,27,,,,1596,1596,1596.0,GCDEOBMB_04460,DBBBBKPJ_05666,INHMNHHN_05492,PDFLHPBO_05125,FNCGEDBI_05327
menH,menH,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,5,5,1.0,16,26,,,,942,942,942.0,GCDEOBMB_04520,DBBBBKPJ_05726,INHMNHHN_05433,PDFLHPBO_05066,FNCGEDBI_05269
group_4661,,putative membrane protein,5,5,1.0,16,25,,,,1386,1386,1386.0,GCDEOBMB_04480,DBBBBKPJ_05686,INHMNHHN_05473,PDFLHPBO_05106,FNCGEDBI_05308
group_4660,,putative phosphatase,5,5,1.0,16,24,,,,654,654,654.0,GCDEOBMB_04490,DBBBBKPJ_05696,INHMNHHN_05463,PDFLHPBO_05096,FNCGEDBI_05298
group_4659,,transporter,5,5,1.0,16,23,,,,1386,1386,1386.0,GCDEOBMB_04473,DBBBBKPJ_05679,INHMNHHN_05480,PDFLHPBO_05113,FNCGEDBI_05315
lgt,lgt,prolipoprotein diacylglyceryl transferase,5,5,1.0,16,22,,,,801,801,801.0,GCDEOBMB_04484,DBBBBKPJ_05690,INHMNHHN_05469,PDFLHPBO_05102,FNCGEDBI_05304
micA,micA,tRNA (guanine-N(7)-)-methyltransferase,5,5,1.0,16,21,,,,735,735,735.0,GCDEOBMB_04441,DBBBBKPJ_05647,INHMNHHN_06218,PDFLHPBO_05144,FNCGEDBI_05346
group_4658,,zinc protease,5,6,1.2,16,20,,,,558,1371,1146.0,GCDEOBMB_04451,DBBBBKPJ_05657,INHMNHHN_06244;INHMNHHN_06243,PDFLHPBO_05134,FNCGEDBI_05336
