Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,0F525Q1V,4D4LKLYR,A4O0PUJ2,AWGWLE2V,UE20R4AD
group_4753,,hypothetical protein,5,5,1.0,19,85,,,,1119,1119,1119.0,INHMNHHN_05772,FNCGEDBI_05453,PDFLHPBO_01500,DBBBBKPJ_00484,GCDEOBMB_05764
group_4752,,major facilitator superfamily transporter,5,5,1.0,19,84,,,,1560,1560,1560.0,INHMNHHN_05721,FNCGEDBI_05402,PDFLHPBO_03836,DBBBBKPJ_00433,GCDEOBMB_03079
gltS,gltS,glutamate/sodium ion symporter GltS,5,5,1.0,19,83,,,,1215,1215,1215.0,INHMNHHN_05689,FNCGEDBI_05371,PDFLHPBO_04029,DBBBBKPJ_00402,GCDEOBMB_03048
pelD,pelD,pellicle/biofilm biosynthesis protein PelD,5,5,1.0,19,82,,,,1368,1368,1368.0,INHMNHHN_05804,FNCGEDBI_05486,PDFLHPBO_01533,DBBBBKPJ_00514,GCDEOBMB_05433
group_4751,,putative protein,5,5,1.0,19,81,,,,1368,1368,1368.0,INHMNHHN_05784,FNCGEDBI_05465,PDFLHPBO_01512,DBBBBKPJ_00496,GCDEOBMB_05451
group_4750,,aspartate aminotransferase,5,5,1.0,19,80,,,,1197,1197,1197.0,INHMNHHN_05719,FNCGEDBI_05400,PDFLHPBO_03834,DBBBBKPJ_00431,GCDEOBMB_03077
group_4749,,phosphodiesterase,5,5,1.0,19,79,,,,723,723,723.0,INHMNHHN_05876,FNCGEDBI_05558,PDFLHPBO_01605,DBBBBKPJ_00586,GCDEOBMB_05361
yabJ_4,yabJ_4,2-iminobutanoate/2-iminopropanoate deaminase,5,5,1.0,19,78,,,,378,378,378.0,INHMNHHN_05739,FNCGEDBI_05420,PDFLHPBO_03854,DBBBBKPJ_00451,GCDEOBMB_03097
wbpM,wbpM,nucleotide sugar epimerase/dehydratase WbpM,5,5,1.0,19,77,,,,1998,1998,1998.0,INHMNHHN_05716,FNCGEDBI_05397,PDFLHPBO_03831,DBBBBKPJ_00428,GCDEOBMB_03074
pelG,pelG,pellicle/biofilm biosynthesis Wzx-like polysaccharide transporter PelG,5,5,1.0,19,75,,,,1371,1371,1371.0,INHMNHHN_05807,FNCGEDBI_05489,PDFLHPBO_01536,DBBBBKPJ_00517,GCDEOBMB_05430
accD,accD,acetyl-CoA carboxylase carboxyltransferase subunit beta,5,5,1.0,19,73,,,,873,873,873.0,INHMNHHN_05750,FNCGEDBI_05431,PDFLHPBO_03865,DBBBBKPJ_00462,GCDEOBMB_03108
group_4746,,methylthioribose-1-phosphate isomerase,5,5,1.0,19,72,,,,1077,1077,1077.0,INHMNHHN_05696,FNCGEDBI_05378,PDFLHPBO_04022,DBBBBKPJ_00409,GCDEOBMB_03055
gbt_3,gbt_3,glycine betaine transmethylase,5,5,1.0,19,71,,,,1965,1965,1965.0,INHMNHHN_05783,FNCGEDBI_05464,PDFLHPBO_01511,DBBBBKPJ_00495,GCDEOBMB_05452
group_4745,,FAD-dependent glycerol-3-phosphate dehydrogenase,5,5,1.0,19,70,,,,1581,1581,1581.0,INHMNHHN_05841,FNCGEDBI_05523,PDFLHPBO_01570,DBBBBKPJ_00551,GCDEOBMB_05396
group_4744,,hypothetical protein,5,5,1.0,19,69,,,,381,381,381.0,INHMNHHN_05824,FNCGEDBI_05506,PDFLHPBO_01553,DBBBBKPJ_00534,GCDEOBMB_05413
group_4743,,aldolase,5,5,1.0,19,68,,,,648,648,648.0,INHMNHHN_05731,FNCGEDBI_05412,PDFLHPBO_03846,DBBBBKPJ_00443,GCDEOBMB_03089
lolE_2,lolE_2,Lipoprotein-releasing system transmembrane protein LolE,5,5,1.0,19,66,,,,1245,1245,1245.0,INHMNHHN_05881,FNCGEDBI_05563,PDFLHPBO_01610,DBBBBKPJ_00591,GCDEOBMB_05356
group_4741,,hypothetical protein,5,5,1.0,19,65,,,,939,939,939.0,INHMNHHN_05794,FNCGEDBI_05475,2_refound_37,DBBBBKPJ_00507,GCDEOBMB_05441
glcD_4,glcD_4,glycolate oxidase subunit GlcD,5,5,1.0,19,64,,,,1596,1596,1596.0,INHMNHHN_05840,FNCGEDBI_05522,PDFLHPBO_01569,DBBBBKPJ_00550,GCDEOBMB_05397
group_4740,,hypothetical protein,5,5,1.0,19,63,,,,1023,1023,1023.0,INHMNHHN_05792,FNCGEDBI_05473,PDFLHPBO_01520,DBBBBKPJ_00505,GCDEOBMB_05443
ubiG,ubiG,ubiquinone biosynthesis O-methyltransferase,5,5,1.0,19,62,,,,699,741,707.4,INHMNHHN_05694,FNCGEDBI_05376,PDFLHPBO_04024,DBBBBKPJ_00407,GCDEOBMB_03053
group_4739,,formimidoylglutamase,5,5,1.0,19,61,,,,936,936,936.0,INHMNHHN_05690,FNCGEDBI_05372,PDFLHPBO_04028,DBBBBKPJ_00403,GCDEOBMB_03049
group_4736,,hypothetical protein,5,5,1.0,19,57,,,,516,516,516.0,INHMNHHN_05753,FNCGEDBI_05434,PDFLHPBO_03868,DBBBBKPJ_00465,GCDEOBMB_05745
group_4735,,hypothetical protein,5,5,1.0,19,56,,,,324,324,324.0,INHMNHHN_05823,FNCGEDBI_05505,PDFLHPBO_01552,DBBBBKPJ_00533,GCDEOBMB_05414
lolE_1,lolE_1,Lipoprotein-releasing system transmembrane protein LolE,5,5,1.0,19,55,,,,1251,1251,1251.0,INHMNHHN_05879,FNCGEDBI_05561,PDFLHPBO_01608,DBBBBKPJ_00589,GCDEOBMB_05358
group_4734,,hypothetical protein,5,5,1.0,19,54,,,,264,264,264.0,INHMNHHN_05780,FNCGEDBI_05461,PDFLHPBO_01508,DBBBBKPJ_00492,GCDEOBMB_05455
aroA,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,5,5,1.0,19,53,,,,2241,2241,2241.0,INHMNHHN_05701,FNCGEDBI_05383,PDFLHPBO_04017,DBBBBKPJ_00414,GCDEOBMB_03060
uvrB,uvrB,excinuclease ABC subunit B,5,5,1.0,19,52,,,,2013,2013,2013.0,INHMNHHN_05720,FNCGEDBI_05401,PDFLHPBO_03835,DBBBBKPJ_00432,GCDEOBMB_03078
group_4732,,putative protein;hypothetical protein,5,5,1.0,19,50,,,,324,330,328.8,INHMNHHN_05717,FNCGEDBI_05398,PDFLHPBO_03832,DBBBBKPJ_00429,GCDEOBMB_03075
group_4731,,hypothetical protein,5,5,1.0,19,49,,,,387,387,387.0,INHMNHHN_05845,FNCGEDBI_05527,PDFLHPBO_01574,DBBBBKPJ_00555,GCDEOBMB_05392
group_4730,,hypothetical protein,5,5,1.0,19,48,,,,882,882,882.0,INHMNHHN_05813,FNCGEDBI_05495,PDFLHPBO_01542,DBBBBKPJ_00523,GCDEOBMB_05424
sth,sth,soluble pyridine nucleotide transhydrogenase,5,5,1.0,19,47,,,,1395,1395,1395.0,INHMNHHN_05875,FNCGEDBI_05557,PDFLHPBO_01604,DBBBBKPJ_00585,GCDEOBMB_05362
ibpA,ibpA,heat-shock protein IbpA,5,5,1.0,19,46,,,,450,450,450.0,INHMNHHN_05736,FNCGEDBI_05417,PDFLHPBO_03851,DBBBBKPJ_00448,GCDEOBMB_03094
xcpP,xcpP,type II secretion system protein N,5,5,1.0,19,45,,,,657,657,657.0,INHMNHHN_05758,FNCGEDBI_05439,PDFLHPBO_03873,DBBBBKPJ_00470,GCDEOBMB_05750
group_4729,,hypothetical protein,5,5,1.0,19,44,,,,519,519,519.0,INHMNHHN_05856,FNCGEDBI_05538,PDFLHPBO_01585,DBBBBKPJ_00566,GCDEOBMB_05381
pyrD,pyrD,dihydroorotate dehydrogenase,5,5,1.0,19,43,,,,1029,1029,1029.0,INHMNHHN_05815,FNCGEDBI_05497,PDFLHPBO_01544,DBBBBKPJ_00525,GCDEOBMB_05422
pelC,pelC,pellicle/biofilm biosynthesis outer membrane protein PelC,5,5,1.0,19,42,,,,519,519,519.0,INHMNHHN_05803,FNCGEDBI_05485,PDFLHPBO_01532,DBBBBKPJ_00513,GCDEOBMB_05434
xcpU,xcpU,type II secretion system protein H,5,5,1.0,19,41,,,,519,519,519.0,INHMNHHN_05762,FNCGEDBI_05443,PDFLHPBO_03877,DBBBBKPJ_00474,GCDEOBMB_05754
group_4728,,N-ethylammeline chlorohydrolase,5,5,1.0,19,40,,,,1335,1335,1335.0,INHMNHHN_05695,FNCGEDBI_05377,PDFLHPBO_04023,DBBBBKPJ_00408,GCDEOBMB_03054
group_4727,,hypothetical protein,5,5,1.0,19,39,,,,804,804,804.0,INHMNHHN_05851,FNCGEDBI_05533,PDFLHPBO_01580,DBBBBKPJ_00561,GCDEOBMB_05386
group_4726,,hypothetical protein,5,5,1.0,19,38,,,,804,804,804.0,INHMNHHN_05735,FNCGEDBI_05416,PDFLHPBO_03850,DBBBBKPJ_00447,GCDEOBMB_03093
mfd,mfd,transcription-repair coupling factor,5,5,1.0,19,37,,,,3453,3453,3453.0,INHMNHHN_05864,FNCGEDBI_05546,PDFLHPBO_01593,DBBBBKPJ_00574,GCDEOBMB_05373
truA,truA,tRNA pseudouridine synthase A,5,5,1.0,19,36,,,,738,858,834.0,INHMNHHN_05748,FNCGEDBI_05429,PDFLHPBO_03863,DBBBBKPJ_00460,GCDEOBMB_03106
group_4724,,transcriptional regulator,5,5,1.0,19,34,,,,1032,1032,1032.0,INHMNHHN_05839,FNCGEDBI_05521,PDFLHPBO_01568,DBBBBKPJ_00549,GCDEOBMB_05398
fadH1,fadH1,24-dienoyl-CoA reductase,5,5,1.0,19,33,,,,2040,2040,2040.0,INHMNHHN_05773,FNCGEDBI_05454,PDFLHPBO_01501,DBBBBKPJ_00485,GCDEOBMB_05765
xcpV,xcpV,type II secretion system protein I,5,5,1.0,19,32,,,,390,390,390.0,INHMNHHN_05763,FNCGEDBI_05444,PDFLHPBO_03878,DBBBBKPJ_00475,GCDEOBMB_05755
yqjD_2,yqjD_2,putative protein YqjD,5,5,1.0,19,31,,,,330,330,330.0,INHMNHHN_05825,FNCGEDBI_05507,PDFLHPBO_01554,DBBBBKPJ_00535,GCDEOBMB_05412
pelB,pelB,pellicle/biofilm biosynthesis protein PelB,5,5,1.0,19,30,,,,3582,3582,3582.0,INHMNHHN_05802,FNCGEDBI_05484,PDFLHPBO_01531,DBBBBKPJ_00512,GCDEOBMB_05435
ycbX,ycbX,putative protein YcbX,5,5,1.0,19,29,,,,807,807,807.0,INHMNHHN_05844,FNCGEDBI_05526,PDFLHPBO_01573,DBBBBKPJ_00554,GCDEOBMB_05393
group_4723,,S-methyl-5'-thioinosine phosphorylase,5,5,1.0,19,28,,,,738,738,738.0,INHMNHHN_05862,FNCGEDBI_05544,PDFLHPBO_01591,DBBBBKPJ_00572,GCDEOBMB_05375
snr1,snr1,cytochrome C Snr1,5,5,1.0,19,27,,,,1404,1404,1404.0,INHMNHHN_05833,FNCGEDBI_05515,PDFLHPBO_01562,DBBBBKPJ_00543,GCDEOBMB_05404
group_4722,,hypothetical protein,5,5,1.0,19,26,,,,1404,1404,1404.0,INHMNHHN_05774,FNCGEDBI_05455,PDFLHPBO_01502,DBBBBKPJ_00486,GCDEOBMB_05766
group_4721,,porin,5,5,1.0,19,24,,,,1266,1266,1266.0,INHMNHHN_05827,FNCGEDBI_05509,PDFLHPBO_01556,DBBBBKPJ_00537,GCDEOBMB_05410
group_4720,,2-dehydro-3-deoxy-phosphogluconate aldolase,5,5,1.0,19,23,,,,663,663,663.0,INHMNHHN_05684,FNCGEDBI_05366,PDFLHPBO_04034,DBBBBKPJ_00397,GCDEOBMB_03043
group_4719,,secretion protein,5,5,1.0,19,22,,,,1035,1035,1035.0,INHMNHHN_05722,FNCGEDBI_05403,PDFLHPBO_03837,DBBBBKPJ_00434,GCDEOBMB_03080
group_4718,,hypothetical protein,5,5,1.0,19,21,,,,1632,1632,1632.0,INHMNHHN_05790,FNCGEDBI_05471,PDFLHPBO_01518,DBBBBKPJ_00503,GCDEOBMB_05445
mobA,mobA,molybdenum cofactor guanylyltransferase,5,5,1.0,19,20,,,,597,597,597.0,INHMNHHN_05836,FNCGEDBI_05518,PDFLHPBO_01565,DBBBBKPJ_00546,GCDEOBMB_05401
group_4717,,NAD kinase,5,5,1.0,19,19,,,,888,888,888.0,INHMNHHN_05777,FNCGEDBI_05458,PDFLHPBO_01505,DBBBBKPJ_00489,GCDEOBMB_05769
xcpZ,xcpZ,type II secretion system protein M,5,5,1.0,19,18,,,,525,525,525.0,INHMNHHN_05767,FNCGEDBI_05448,PDFLHPBO_03882,DBBBBKPJ_00479,GCDEOBMB_05759
aroP1,aroP1,aromatic amino acid transporter AroP,5,5,1.0,19,15,,,,1410,1410,1410.0,INHMNHHN_05866,FNCGEDBI_05548,PDFLHPBO_01595,DBBBBKPJ_00576,GCDEOBMB_05371
group_4716,,transcriptional regulator,5,5,1.0,19,14,,,,1038,1038,1038.0,INHMNHHN_05771,FNCGEDBI_05452,PDFLHPBO_01499,DBBBBKPJ_00483,GCDEOBMB_05763
xcpY,xcpY,type II secretion system protein L,5,5,1.0,19,13,,,,1149,1149,1149.0,INHMNHHN_05766,FNCGEDBI_05447,PDFLHPBO_03881,DBBBBKPJ_00478,GCDEOBMB_05758
group_4715,,short-chain dehydrogenase,5,5,1.0,19,12,,,,741,741,741.0,INHMNHHN_05692,FNCGEDBI_05374,PDFLHPBO_04026,DBBBBKPJ_00405,GCDEOBMB_03051
group_4714,,hypothetical protein,5,5,1.0,19,11,,,,600,600,600.0,INHMNHHN_05878,FNCGEDBI_05560,PDFLHPBO_01607,DBBBBKPJ_00588,GCDEOBMB_05359
gdhB,gdhB,NAD-specific glutamate dehydrogenase,5,5,1.0,19,10,,,,4863,4863,4863.0,INHMNHHN_05797,FNCGEDBI_05478,PDFLHPBO_01525,DBBBBKPJ_00510,GCDEOBMB_05438
rmf,rmf,ribosome modulation factor,5,5,1.0,19,7,,,,213,213,213.0,INHMNHHN_05816,FNCGEDBI_05498,PDFLHPBO_01545,DBBBBKPJ_00526,GCDEOBMB_05421
nqrD,nqrD,Na(+)-translocating NADH-quinone reductase subunit D,5,5,1.0,19,5,,,,672,672,672.0,INHMNHHN_05870,FNCGEDBI_05552,PDFLHPBO_01599,DBBBBKPJ_00580,GCDEOBMB_05367
group_4713,,two-component response regulator,5,5,1.0,19,4,,,,672,672,672.0,INHMNHHN_05788,FNCGEDBI_05469,PDFLHPBO_01516,DBBBBKPJ_00500,GCDEOBMB_05447
group_4712,,short-chain dehydrogenase,5,5,1.0,19,3,,,,747,747,747.0,INHMNHHN_05734,FNCGEDBI_05415,PDFLHPBO_03849,DBBBBKPJ_00446,GCDEOBMB_03092
leuC,leuC,3-isopropylmalate dehydratase large subunit,5,5,1.0,19,2,,,,1425,1425,1425.0,INHMNHHN_05741,FNCGEDBI_05422,PDFLHPBO_03856,DBBBBKPJ_00453,GCDEOBMB_03099
group_4710,,coniferyl aldehyde dehydrogenase,5,5,1.0,18,98,,,,1431,1431,1431.0,INHMNHHN_05494,FNCGEDBI_05329,PDFLHPBO_05127,DBBBBKPJ_05664,GCDEOBMB_04458
group_4709,,hypothetical protein,5,5,1.0,18,97,,,,468,468,468.0,INHMNHHN_05461,FNCGEDBI_05296,PDFLHPBO_05094,DBBBBKPJ_05698,GCDEOBMB_04492
group_4708,,transcriptional regulator,5,5,1.0,18,96,,,,1053,1053,1053.0,INHMNHHN_05430,FNCGEDBI_05266,PDFLHPBO_05063,DBBBBKPJ_05729,GCDEOBMB_04523
group_4707,,hypothetical protein,5,5,1.0,18,95,,,,345,345,345.0,INHMNHHN_05487,FNCGEDBI_05322,PDFLHPBO_05120,DBBBBKPJ_05672,GCDEOBMB_04466
group_4706,,hypothetical protein,5,5,1.0,18,94,,,,90,90,90.0,INHMNHHN_05437,FNCGEDBI_05273,PDFLHPBO_05070,DBBBBKPJ_05722,GCDEOBMB_04516
group_4705,,hypothetical protein,5,5,1.0,18,93,,,,612,612,612.0,INHMNHHN_05432,FNCGEDBI_05268,PDFLHPBO_05065,DBBBBKPJ_05727,GCDEOBMB_04521
group_4704,,hypothetical protein,5,5,1.0,18,92,,,,753,753,753.0,INHMNHHN_05434,FNCGEDBI_05270,PDFLHPBO_05067,DBBBBKPJ_05725,GCDEOBMB_04519
spuA,spuA,glutamine amidotransferase,5,5,1.0,18,91,,,,753,753,753.0,INHMNHHN_05421,FNCGEDBI_05257,PDFLHPBO_05054,DBBBBKPJ_05738,GCDEOBMB_04532
pfpI_2,pfpI_2,protease PfpI,5,5,1.0,18,90,,,,540,540,540.0,INHMNHHN_05483,FNCGEDBI_05318,PDFLHPBO_05116,DBBBBKPJ_05676,GCDEOBMB_04470
group_4703,,major facilitator superfamily transporter,5,5,1.0,18,89,,,,1230,1242,1239.6,INHMNHHN_05462,FNCGEDBI_05297,PDFLHPBO_05095,DBBBBKPJ_05697,GCDEOBMB_04491
group_4701,,hypothetical protein,5,5,1.0,18,87,,,,756,756,756.0,INHMNHHN_05467,FNCGEDBI_05302,PDFLHPBO_05100,DBBBBKPJ_05692,GCDEOBMB_04486
group_4700,,hypothetical protein,5,5,1.0,18,86,,,,474,474,474.0,INHMNHHN_05479,FNCGEDBI_05314,PDFLHPBO_05112,DBBBBKPJ_05680,GCDEOBMB_04474
group_4699,,acetyltransferase,5,5,1.0,18,84,,,,411,411,411.0,INHMNHHN_05496,FNCGEDBI_05331,PDFLHPBO_05129,DBBBBKPJ_05662,GCDEOBMB_04456
ygiW,ygiW,Protein YgiW,5,5,1.0,18,83,,,,351,351,351.0,INHMNHHN_05446,FNCGEDBI_05282,PDFLHPBO_05079,DBBBBKPJ_05713,GCDEOBMB_04507
ptsP,ptsP,phosphoenolpyruvate-protein phosphotransferase PtsP,5,5,1.0,18,82,,,,2280,2280,2280.0,INHMNHHN_05465,FNCGEDBI_05300,PDFLHPBO_05098,DBBBBKPJ_05694,GCDEOBMB_04488
group_4698,,hypothetical protein,5,5,1.0,18,81,,,,549,549,549.0,INHMNHHN_05493,FNCGEDBI_05328,PDFLHPBO_05126,DBBBBKPJ_05665,GCDEOBMB_04459
coaD,coaD,phosphopantetheine adenylyltransferase,5,5,1.0,18,80,,,,480,480,480.0,INHMNHHN_05491,FNCGEDBI_05326,PDFLHPBO_05124,DBBBBKPJ_05667,GCDEOBMB_04461
group_4697,,L-cysteine ABC transporter protein YecS,5,5,1.0,18,79,,,,693,693,693.0,INHMNHHN_05439,FNCGEDBI_05275,PDFLHPBO_05072,DBBBBKPJ_05720,GCDEOBMB_04514
ygdP,ygdP,RNA pyrophosphohydrolase,5,5,1.0,18,78,,,,480,480,480.0,INHMNHHN_05464,FNCGEDBI_05299,PDFLHPBO_05097,DBBBBKPJ_05695,GCDEOBMB_04489
group_4696,,ABC transporter ATP-binding protein,5,5,1.0,18,77,,,,1050,1050,1050.0,INHMNHHN_05452,FNCGEDBI_05288,PDFLHPBO_05085,DBBBBKPJ_05707,GCDEOBMB_04501
quiP_2,quiP_2,acyl-homoserine lactone acylase QuiP,5,5,1.0,18,76,,,,2388,2388,2388.0,INHMNHHN_05429,FNCGEDBI_05265,PDFLHPBO_05062,DBBBBKPJ_05730,GCDEOBMB_04524
group_4695,,hypothetical protein,5,5,1.0,18,75,,,,555,555,555.0,INHMNHHN_05436,FNCGEDBI_05272,PDFLHPBO_05069,DBBBBKPJ_05723,GCDEOBMB_04517
spuG,spuG,polyamine transporter PotH,5,5,1.0,18,74,,,,912,912,912.0,INHMNHHN_05427,FNCGEDBI_05263,PDFLHPBO_05060,DBBBBKPJ_05732,GCDEOBMB_04526
rlmI,rlmI,Ribosomal RNA large subunit methyltransferase I,5,5,1.0,18,73,,,,1197,1197,1197.0,INHMNHHN_05482,FNCGEDBI_05317,PDFLHPBO_05115,DBBBBKPJ_05677,GCDEOBMB_04471
group_4694,,hypothetical protein,5,5,1.0,18,72,,,,1488,1488,1488.0,INHMNHHN_06242,FNCGEDBI_05335,PDFLHPBO_05133,DBBBBKPJ_05658,GCDEOBMB_04452
group_4693,,hypothetical protein,5,5,1.0,18,71,,,,294,567,512.4,INHMNHHN_05498,FNCGEDBI_05333,PDFLHPBO_05131,DBBBBKPJ_05660,GCDEOBMB_04454
group_4692,,L-cysteine ABC transporter protein FliY,5,5,1.0,18,70,,,,771,771,771.0,INHMNHHN_05440,FNCGEDBI_05276,PDFLHPBO_05073,DBBBBKPJ_05719,GCDEOBMB_04513
group_4691,,hypothetical protein,5,5,1.0,18,69,,,,630,630,630.0,INHMNHHN_05435,FNCGEDBI_05271,PDFLHPBO_05068,DBBBBKPJ_05724,GCDEOBMB_04518
ilvD,ilvD,dihydroxy-acid dehydratase,5,5,1.0,18,68,,,,1839,1839,1839.0,INHMNHHN_05481,FNCGEDBI_05316,PDFLHPBO_05114,DBBBBKPJ_05678,GCDEOBMB_04472
group_4690,,hypothetical protein,5,5,1.0,18,67,,,,1095,1095,1095.0,INHMNHHN_05476,FNCGEDBI_05311,PDFLHPBO_05109,DBBBBKPJ_05683,GCDEOBMB_04477
group_4689,,hypothetical protein,5,5,1.0,18,66,,,,363,363,363.0,INHMNHHN_05474,FNCGEDBI_05309,PDFLHPBO_05107,DBBBBKPJ_05685,GCDEOBMB_04479
spuE,spuE,spermidine ABC transporter substrate-binding protein SpuE,5,5,1.0,18,65,,,,1098,1098,1098.0,INHMNHHN_05425,FNCGEDBI_05261,PDFLHPBO_05058,DBBBBKPJ_05734,GCDEOBMB_04528
group_4688,,hypothetical protein,5,5,1.0,18,64,,,,999,999,999.0,INHMNHHN_05497,FNCGEDBI_05332,PDFLHPBO_05130,DBBBBKPJ_05661,GCDEOBMB_04455
group_4687,,hypothetical protein,5,5,1.0,18,62,,,,495,495,495.0,INHMNHHN_05438,FNCGEDBI_05274,PDFLHPBO_05071,DBBBBKPJ_05721,GCDEOBMB_04515
ilvA1,ilvA1,threonine dehydratase,5,5,1.0,18,60,,,,1515,1515,1515.0,INHMNHHN_05458,FNCGEDBI_05293,PDFLHPBO_05091,DBBBBKPJ_05701,GCDEOBMB_04495
spuD,spuD,putrescine ABC transporter substrate-binding protein SpuD,5,5,1.0,18,58,,,,1104,1104,1104.0,INHMNHHN_05424,FNCGEDBI_05260,PDFLHPBO_05057,DBBBBKPJ_05735,GCDEOBMB_04529
fdx1,fdx1,4Fe-4S ferredoxin,5,5,1.0,18,56,,,,252,252,252.0,INHMNHHN_05490,FNCGEDBI_05325,PDFLHPBO_05123,DBBBBKPJ_05668,GCDEOBMB_04462
spuB_2,spuB_2,glutamine synthetase,5,5,1.0,18,55,,,,1359,1359,1359.0,INHMNHHN_05422,FNCGEDBI_05258,PDFLHPBO_05055,DBBBBKPJ_05737,GCDEOBMB_04531
group_4684,,transcriptional regulator,5,5,1.0,18,54,,,,504,504,504.0,INHMNHHN_05431,FNCGEDBI_05267,PDFLHPBO_05064,DBBBBKPJ_05728,GCDEOBMB_04522
yjiK_3,yjiK_3,putative protein YjiK,5,5,1.0,18,53,,,,930,930,930.0,INHMNHHN_05453,FNCGEDBI_05289,PDFLHPBO_05086,DBBBBKPJ_05706,GCDEOBMB_04500
group_4683,,ABC transporter permease,5,5,1.0,18,52,,,,930,930,930.0,INHMNHHN_05451,FNCGEDBI_05287,PDFLHPBO_05084,DBBBBKPJ_05708,GCDEOBMB_04502
group_4682,,ABC transporter permease,5,5,1.0,18,51,,,,789,789,789.0,INHMNHHN_05450,FNCGEDBI_05286,PDFLHPBO_05083,DBBBBKPJ_05709,GCDEOBMB_04503
group_4681,,hypothetical protein,5,5,1.0,18,50,,,,438,438,438.0,INHMNHHN_05441,FNCGEDBI_05277,PDFLHPBO_05074,DBBBBKPJ_05718,GCDEOBMB_04512
group_4680,,hypothetical protein,5,5,1.0,18,49,,,,579,579,579.0,INHMNHHN_05486,FNCGEDBI_05321,PDFLHPBO_05119,DBBBBKPJ_05673,GCDEOBMB_04467
serA,serA,D-3-phosphoglycerate dehydrogenase,5,5,1.0,18,48,,,,1230,1230,1230.0,INHMNHHN_05442,FNCGEDBI_05278,PDFLHPBO_05075,DBBBBKPJ_05717,GCDEOBMB_04511
folA,folA,dihydrofolate reductase,5,5,1.0,18,47,,,,507,507,507.0,INHMNHHN_05478,FNCGEDBI_05313,PDFLHPBO_05111,DBBBBKPJ_05681,GCDEOBMB_04475
group_4677,,hypothetical protein,5,5,1.0,18,44,,,,468,468,468.0,INHMNHHN_05459,FNCGEDBI_05294,PDFLHPBO_05092,DBBBBKPJ_05700,GCDEOBMB_04494
spuH,spuH,polyamine transporter PotI,5,5,1.0,18,43,,,,870,870,870.0,INHMNHHN_05428,FNCGEDBI_05264,PDFLHPBO_05061,DBBBBKPJ_05731,GCDEOBMB_04525
yjiK_2,yjiK_2,putative protein YjiK,5,5,1.0,18,42,,,,933,933,933.0,INHMNHHN_05445,FNCGEDBI_05281,PDFLHPBO_05078,DBBBBKPJ_05714,GCDEOBMB_04508
spuC_2,spuC_2,aminotransferase,5,5,1.0,18,41,,,,1371,1371,1371.0,INHMNHHN_05423,FNCGEDBI_05259,PDFLHPBO_05056,DBBBBKPJ_05736,GCDEOBMB_04530
thyA,thyA,thymidylate synthase,5,5,1.0,18,40,,,,795,795,795.0,INHMNHHN_05470,FNCGEDBI_05305,PDFLHPBO_05103,DBBBBKPJ_05689,GCDEOBMB_04483
group_4675,,transcriptional regulator,5,5,1.0,18,38,,,,648,648,648.0,INHMNHHN_05495,FNCGEDBI_05330,PDFLHPBO_05128,DBBBBKPJ_05663,GCDEOBMB_04457
spuI,spuI,glutamine synthetase,5,5,1.0,18,37,,,,1377,1377,1377.0,INHMNHHN_05420,FNCGEDBI_05256,PDFLHPBO_05053,DBBBBKPJ_05739,4_refound_62
group_4674,,hypothetical protein,5,5,1.0,18,36,,,,1977,1977,1977.0,INHMNHHN_05454,FNCGEDBI_05290,PDFLHPBO_05087,DBBBBKPJ_05705,GCDEOBMB_04499
thiG,thiG,thiazole synthase,5,5,1.0,18,35,,,,798,798,798.0,INHMNHHN_06217,FNCGEDBI_05345,PDFLHPBO_05143,DBBBBKPJ_05648,GCDEOBMB_04442
group_4673,,hypothetical protein,5,5,1.0,18,34,,,,798,798,798.0,INHMNHHN_05471,FNCGEDBI_05306,PDFLHPBO_05104,DBBBBKPJ_05688,GCDEOBMB_04482
group_4672,,hypothetical protein,5,5,1.0,18,33,,,,1380,1380,1380.0,INHMNHHN_05472,FNCGEDBI_05307,PDFLHPBO_05105,DBBBBKPJ_05687,GCDEOBMB_04481
group_4671,,sulfur carrier protein ThiS,5,5,1.0,18,32,,,,201,201,201.0,INHMNHHN_06216,FNCGEDBI_05344,PDFLHPBO_05142,DBBBBKPJ_05649,GCDEOBMB_04443
group_4670,,oxidoreductase,5,5,1.0,18,31,,,,1596,1596,1596.0,INHMNHHN_05492,FNCGEDBI_05327,PDFLHPBO_05125,DBBBBKPJ_05666,GCDEOBMB_04460
group_4669,,hypothetical protein,5,5,1.0,18,30,,,,324,324,324.0,0_refound_5,FNCGEDBI_05349,PDFLHPBO_05147,DBBBBKPJ_05644,GCDEOBMB_04438
group_4667,,hypothetical protein,5,5,1.0,18,28,,,,879,879,879.0,INHMNHHN_05484,FNCGEDBI_05319,PDFLHPBO_05117,DBBBBKPJ_05675,GCDEOBMB_04469
group_4666,,transporter,5,5,1.0,18,27,,,,1386,1386,1386.0,INHMNHHN_05480,FNCGEDBI_05315,PDFLHPBO_05113,DBBBBKPJ_05679,GCDEOBMB_04473
group_4665,,putative membrane protein,5,5,1.0,18,26,,,,1386,1386,1386.0,INHMNHHN_05473,FNCGEDBI_05308,PDFLHPBO_05106,DBBBBKPJ_05686,GCDEOBMB_04480
