	trimethoprim_sulfamethoxazole	chloramphenicol	erythromycin	clindamycin	penicillin	tetracycline	cefuroxime	meropenem	azithromycin
GCA_001172985.1	1	2	2	2	2	2	2	2	2
GCA_001208305.1	1	2	2	2	2	2	2	2	2
GCA_001197915.1	1	2	2	2	2	2	2	2	2
GCA_001192055.1	1	2	2	2	2	2	2	2	2
GCA_001193335.1	1	2	2	2	2	2	2	2	2
GCA_001139965.1	1	2	2	2	2	2	2	2	2
GCA_001342575.1	1	2	2	2	2	2	2	2	2
GCA_001192375.1	1	2	2	2	2	2	2	2	2
GCA_001194485.1	1	2	2	2	2	2	2	2	2
GCA_001164365.1	1	2	2	2	2	2	2	2	2
GCA_001342075.1	1	2	2	2	2	2	2	2	2
GCA_001204015.1	1	2	2	2	2	2	2	2	2
GCA_001342535.1	1	2	2	2	2	2	2	2	2
GCA_001341395.1	1	2	2	2	2	2	2	2	2
GCA_001340275.1	1	2	2	2	2	2	2	2	2
GCA_001341215.1	1	2	2	2	2	2	2	2	2
GCA_001341355.1	1	2	2	2	2	2	2	2	2
GCA_001204835.1	1	2	2	2	2	2	2	2	2
GCA_001342035.1	1	2	2	2	2	2	2	2	2
GCA_001083985.1	1	2	2	2	2	2	2	2	2
GCA_001341175.1	1	2	2	2	2	2	2	2	2
GCA_001156785.1	1	2	2	2	2	2	2	2	2
GCA_001153305.1	1	2	2	2	2	2	2	2	2
GCA_001092325.1	1	2	2	2	2	2	2	2	2
GCA_001344175.1	1	2	2	2	2	2	2	2	2
GCA_001091325.1	1	2	2	2	2	2	2	2	2
GCA_001098745.1	1	2	2	2	2	2	2	2	2
GCA_001160185.1	1	2	2	2	2	2	2	2	2
GCA_001103365.1	1	2	2	2	2	2	2	2	2
GCA_001344935.1	1	2	2	2	2	2	2	2	2
GCA_001138865.1	1	2	2	2	2	2	2	2	2
GCA_001106405.1	1	2	2	2	2	2	2	2	2
GCA_001091865.1	1	2	2	2	2	2	2	2	2
GCA_001101125.1	1	2	2	2	2	2	2	2	2
GCA_001345715.1	1	2	2	2	2	2	2	2	2
GCA_001100945.1	1	2	2	2	2	2	2	2	2
GCA_001346815.1	1	2	2	2	2	2	2	2	2
GCA_001098825.1	1	2	2	2	2	2	2	2	2
GCA_001130065.1	1	2	2	2	2	2	2	2	2
GCA_001140145.1	1	2	2	2	2	2	2	2	2
GCA_001115205.1	1	2	2	2	2	2	2	2	2
GCA_001138825.1	1	2	2	2	2	2	2	2	2
GCA_001141405.1	1	2	2	2	2	2	2	2	2
GCA_001334635.1	1	2	2	2	2	2	2	2	2
GCA_001173645.1	1	2	2	2	2	2	2	2	2
GCA_001149585.1	1	2	2	2	2	2	2	2	2
GCA_001203495.1	1	2	2	2	2	2	2	2	2
GCA_001339255.1	1	2	2	2	2	2	2	2	2
GCA_001151385.1	1	2	2	2	2	2	2	2	2
GCA_001194785.1	1	2	2	2	2	2	2	2	2
GCA_001151465.1	1	2	2	2	2	2	2	2	2
GCA_001342915.1	1	2	2	2	2	2	2	2	2
GCA_001160085.1	1	2	2	2	2	2	2	2	2
GCA_001342155.1	1	2	2	2	2	2	2	2	2
GCA_001206535.1	1	2	2	2	2	2	2	2	2
GCA_001202735.1	1	2	2	2	2	2	2	2	2
GCA_001092225.1	1	2	2	2	2	2	2	2	2
GCA_001086665.1	1	2	2	2	2	2	2	2	2
GCA_001092425.1	1	2	2	2	2	2	2	2	2
GCA_001094005.1	1	2	2	2	2	2	2	2	2
GCA_001129065.1	1	2	2	2	2	2	2	2	2
GCA_001130205.1	1	2	2	2	2	2	2	2	2
GCA_001172185.1	1	2	2	2	2	2	2	2	2
GCA_001143845.1	1	2	2	2	2	2	2	2	2
GCA_001140905.1	1	2	2	2	2	2	2	2	2
GCA_001143645.1	1	2	2	2	2	2	2	2	2
GCA_001336495.1	1	2	2	2	2	2	2	2	2
GCA_001163065.1	1	2	2	2	2	2	2	2	2
GCA_001335615.1	1	2	2	2	2	2	2	2	2
GCA_001335575.1	1	2	2	2	2	2	2	2	2
GCA_001157885.1	1	2	2	2	2	2	2	2	2
GCA_001153645.1	1	2	2	2	2	2	2	2	2
GCA_001126265.1	1	2	2	2	2	2	2	2	2
GCA_001206655.1	1	2	2	2	2	2	2	2	2
GCA_001403975.1	1	2	2	2	2	2	2	2	2
GCA_001201275.1	1	2	2	2	2	2	2	2	2
GCA_001201475.1	1	2	2	2	2	2	2	2	2
GCA_001338555.1	1	2	2	2	2	2	2	2	2
GCA_001337155.1	1	2	2	2	2	2	2	2	2
GCA_001338935.1	1	2	2	2	2	2	2	2	2
GCA_001131145.1	1	2	2	2	2	2	2	2	2
GCA_001343335.1	1	2	2	2	2	2	2	2	2
GCA_001344335.1	1	2	2	2	2	2	2	2	2
GCA_001094145.1	1	2	2	2	2	2	2	2	2
GCA_001107645.1	1	2	2	2	2	2	2	2	2
GCA_001157665.1	1	2	2	2	2	2	2	2	2
GCA_001100205.1	1	2	2	2	2	2	2	2	2
GCA_001118245.1	1	2	2	2	2	2	2	2	2
GCA_001101405.1	1	2	2	2	2	2	2	2	2
GCA_001094365.1	1	2	2	2	2	2	2	2	2
GCA_001132725.1	1	2	2	2	2	2	2	2	2
GCA_001165945.1	1	2	2	2	2	2	2	2	2
GCA_001162265.1	1	2	2	2	2	2	2	2	2
GCA_001122585.1	1	2	2	2	2	2	2	2	2
GCA_001089385.1	1	2	2	2	2	2	2	2	2
GCA_001097225.1	1	2	2	2	2	2	2	2	2
GCA_001347815.1	1	2	2	2	2	2	2	2	2
GCA_001154685.1	1	2	2	2	2	2	2	2	2
GCA_001126905.1	1	2	2	2	2	2	2	2	2
GCA_001165805.1	1	2	2	2	2	2	2	2	2
GCA_001105685.1	1	2	2	2	2	2	2	2	2
GCA_001123405.1	1	2	2	2	2	2	2	2	2
GCA_001143585.1	1	2	2	2	2	2	2	2	2
GCA_001109765.1	1	2	2	2	2	2	2	2	2
GCA_001144325.1	1	2	2	2	2	2	2	2	2
GCA_001200855.1	1	2	2	2	2	2	2	2	2
GCA_001140785.1	1	2	2	2	2	2	2	2	2
GCA_001202315.1	1	2	2	2	2	2	2	2	2
GCA_001095605.1	1	2	2	2	2	2	2	2	2
GCA_001132365.1	1	2	2	2	2	2	2	2	2
GCA_001107285.1	1	2	2	2	2	2	2	2	2
GCA_001345695.1	1	2	2	2	2	2	2	2	2
GCA_001105305.1	1	2	2	2	2	2	2	2	2
GCA_001094865.1	1	2	2	2	2	2	2	2	2
GCA_001116385.1	1	2	2	2	2	2	2	2	2
GCA_001084825.1	1	2	2	2	2	2	2	2	2
GCA_001161045.1	1	2	2	2	2	2	2	2	2
GCA_000947295.1	1	2	2	2	2	2	2	2	2
GCA_001193395.1	1	2	2	2	2	2	2	2	2
GCA_001161945.1	1	2	2	2	2	2	2	2	2
GCA_001199835.1	1	2	2	2	2	2	2	2	2
GCA_001208045.1	1	2	2	2	2	2	2	2	2
GCA_001340675.1	1	2	2	2	2	2	2	2	2
GCA_001208105.1	1	2	2	2	2	2	2	2	2
GCA_001087225.1	1	2	2	2	2	2	2	2	2
GCA_001112585.1	1	2	2	2	2	2	2	2	2
GCA_001122725.1	1	2	2	2	2	2	2	2	2
GCA_001088545.1	1	2	2	2	2	2	2	2	2
GCA_001343215.1	1	2	2	2	2	2	2	2	2
GCA_001149785.1	1	2	2	2	2	2	2	2	2
GCA_001124265.1	1	2	2	2	2	2	2	2	2
GCA_001099545.1	1	2	2	2	2	2	2	2	2
GCA_001120285.1	1	2	2	2	2	2	2	2	2
GCA_001130765.1	1	2	2	2	2	2	2	2	2
GCA_001336535.1	1	2	2	2	2	2	2	2	2
GCA_001119405.1	1	2	2	2	2	2	2	2	2
GCA_001106185.1	1	2	2	2	2	2	2	2	2
GCA_001092065.1	1	2	2	2	2	2	2	2	2
GCA_001334915.1	1	2	2	2	2	2	2	2	2
GCA_001129265.1	1	2	2	2	2	2	2	2	2
GCA_001125165.1	1	2	2	2	2	2	2	2	2
GCA_001087565.1	1	2	2	2	2	2	2	2	2
GCA_001113965.1	1	2	2	2	2	2	2	2	2
GCA_001115865.1	1	2	2	2	2	2	2	2	2
GCA_001162225.1	1	2	2	2	2	2	2	2	2
GCA_001335295.1	1	2	2	2	2	2	2	2	2
GCA_001113385.1	1	2	2	2	2	2	2	2	2
GCA_001086445.1	1	2	2	2	2	2	2	2	2
GCA_001337875.1	1	2	2	2	2	2	2	2	2
GCA_002889355.1	1	2	2	2	2	2	2	2	2
GCA_001337195.1	1	2	2	2	2	2	2	2	2
GCA_001169785.1	1	2	2	2	2	2	2	2	2
GCA_001199715.1	1	2	2	2	2	2	2	2	2
GCA_001193915.1	1	2	2	2	2	2	2	2	2
GCA_001205415.1	1	2	2	2	2	2	2	2	2
GCA_001172065.1	1	2	2	2	2	2	2	2	2
GCA_001342315.1	1	2	2	2	2	2	2	2	2
GCA_001194945.1	1	2	2	2	2	2	2	2	2
GCA_001342395.1	1	2	2	2	2	2	2	2	2
GCA_001102405.1	1	2	2	2	2	2	2	2	2
GCA_001084365.1	1	2	2	2	2	2	2	2	2
GCA_001197535.1	1	2	2	2	2	2	2	2	2
GCA_001204035.1	1	2	2	2	2	2	2	2	2
GCA_001207925.1	1	2	2	2	2	2	2	2	2
GCA_001207195.1	1	2	2	2	2	2	2	2	2
GCA_001341655.1	1	2	2	2	2	2	2	2	2
GCA_001162565.1	1	2	2	2	2	2	2	2	2
GCA_001202755.1	1	2	2	2	2	2	2	2	2
GCA_001197875.1	1	2	2	2	2	2	2	2	2
GCA_001202215.1	1	2	2	2	2	2	2	2	2
GCA_001201975.1	1	2	2	2	2	2	2	2	2
GCA_001149625.1	1	2	2	2	2	2	2	2	2
GCA_001199435.1	1	2	2	2	2	2	2	2	2
GCA_001106565.1	1	2	2	2	2	2	2	2	2
GCA_001141665.1	1	2	2	2	2	2	2	2	2
GCA_001143765.1	1	2	2	2	2	2	2	2	2
GCA_001136665.1	1	2	2	2	2	2	2	2	2
GCA_001116185.1	1	2	2	2	2	2	2	2	2
GCA_001159965.1	1	2	2	2	2	2	2	2	2
GCA_001144085.1	1	2	2	2	2	2	2	2	2
GCA_001140185.1	1	2	2	2	2	2	2	2	2
GCA_001143265.1	1	2	2	2	2	2	2	2	2
GCA_001163405.1	1	2	2	2	2	2	2	2	2
GCA_001344435.1	1	2	2	2	2	2	2	2	2
GCA_001130445.1	1	2	2	2	2	2	2	2	2
GCA_001148465.1	1	2	2	2	2	2	2	2	2
GCA_001152165.1	1	2	2	2	2	2	2	2	2
GCA_001137945.1	1	2	2	2	2	2	2	2	2
GCA_001145185.1	1	2	2	2	2	2	2	2	2
GCA_001092345.1	1	2	2	2	2	2	2	2	2
GCA_001346335.1	1	2	2	2	2	2	2	2	2
GCA_001125185.1	1	2	2	2	2	2	2	2	2
GCA_001112545.1	1	2	2	2	2	2	2	2	2
GCA_001112405.1	1	2	2	2	2	2	2	2	2
GCA_001147945.1	1	2	2	2	2	2	2	2	2
GCA_001126365.1	1	2	2	2	2	2	2	2	2
GCA_001347115.1	1	2	2	2	2	2	2	2	2
GCA_001115885.1	1	2	2	2	2	2	2	2	2
GCA_001085385.1	1	2	2	2	2	2	2	2	2
GCA_001174445.1	1	2	2	2	2	2	2	2	2
GCA_001106025.1	1	2	2	2	2	2	2	2	2
GCA_001347295.1	1	2	2	2	2	2	2	2	2
GCA_001347515.1	1	2	2	2	2	2	2	2	2
GCA_001140825.1	1	2	2	2	2	2	2	2	2
GCA_001169385.1	1	2	2	2	2	2	2	2	2
GCA_001136045.1	1	2	2	2	2	2	2	2	2
GCA_001148505.1	1	2	2	2	2	2	2	2	2
GCA_001150205.1	1	2	2	2	2	2	2	2	2
GCA_001346615.1	1	2	2	2	2	2	2	2	2
GCA_001084265.1	1	2	2	2	2	2	2	2	2
GCA_001086905.1	1	2	2	2	2	2	2	2	2
GCA_001139685.1	1	2	2	2	2	2	2	2	2
GCA_001346995.1	1	2	2	2	2	2	2	2	2
GCA_001145785.1	1	2	2	2	2	2	2	2	2
GCA_001346895.1	1	2	2	2	2	2	2	2	2
GCA_001347715.1	1	2	2	2	2	2	2	2	2
GCA_001100885.1	1	2	2	2	2	2	2	2	2
GCA_001110345.1	1	2	2	2	2	2	2	2	2
GCA_001172425.1	1	2	2	2	2	2	2	2	2
GCA_001106325.1	1	2	2	2	2	2	2	2	2
GCA_001117645.1	1	2	2	2	2	2	2	2	2
GCA_001115265.1	1	2	2	2	2	2	2	2	2
GCA_001139265.1	1	2	2	2	2	2	2	2	2
GCA_001345555.1	1	2	2	2	2	2	2	2	2
GCA_001346595.1	1	2	2	2	2	2	2	2	2
GCA_001098765.1	1	2	2	2	2	2	2	2	2
GCA_001115585.1	1	2	2	2	2	2	2	2	2
GCA_001347235.1	1	2	2	2	2	2	2	2	2
GCA_001093205.1	1	2	2	2	2	2	2	2	2
GCA_001130785.1	1	2	2	2	2	2	2	2	2
GCA_001130405.1	1	2	2	2	2	2	2	2	2
GCA_001148385.1	1	2	2	2	2	2	2	2	2
GCA_001335535.1	1	2	2	2	2	2	2	2	2
GCA_001203955.1	1	2	2	2	2	2	2	2	2
GCA_001340295.1	1	2	2	2	2	2	2	2	2
GCA_001199575.1	1	2	2	2	2	2	2	2	2
GCA_001341075.1	1	2	2	2	2	2	2	2	2
GCA_001123925.1	1	2	2	2	2	2	2	2	2
GCA_001161345.1	1	2	2	2	2	2	2	2	2
GCA_001336295.1	1	2	2	2	2	2	2	2	2
GCA_001201215.1	1	2	2	2	2	2	2	2	2
GCA_001205835.1	1	2	2	2	2	2	2	2	2
GCA_001403895.1	1	2	2	2	2	2	2	2	2
GCA_001203075.1	1	2	2	2	2	2	2	2	2
GCA_001196105.1	1	2	2	2	2	2	2	2	2
GCA_001192275.1	1	2	2	2	2	2	2	2	2
GCA_001168765.1	1	2	2	2	2	2	2	2	2
GCA_001201075.1	1	2	2	2	2	2	2	2	2
GCA_001339855.1	1	2	2	2	2	2	2	2	2
GCA_001340315.1	1	2	2	2	2	2	2	2	2
GCA_001203295.1	1	2	2	2	2	2	2	2	2
GCA_001205015.1	1	2	2	2	2	2	2	2	2
GCA_001338575.1	1	2	2	2	2	2	2	2	2
GCA_001093765.1	1	2	2	2	2	2	2	2	2
GCA_001092925.1	1	2	2	2	2	2	2	2	2
GCA_001113245.1	1	2	2	2	2	2	2	2	2
GCA_001164705.1	1	2	2	2	2	2	2	2	2
GCA_001108585.1	1	2	2	2	2	2	2	2	2
GCA_001089005.1	1	2	2	2	2	2	2	2	2
GCA_001121705.1	1	2	2	2	2	2	2	2	2
GCA_001109545.1	1	2	2	2	2	2	2	2	2
GCA_001170325.1	1	2	2	2	2	2	2	2	2
GCA_001096045.1	1	2	2	2	2	2	2	2	2
GCA_001210365.1	1	2	2	2	2	2	2	2	2
GCA_001206775.1	1	2	2	2	2	2	2	2	2
GCA_001169585.1	1	2	2	2	2	2	2	2	2
GCA_001337895.1	1	2	2	2	2	2	2	2	2
GCA_001198475.1	1	2	2	2	2	2	2	2	2
GCA_001206815.1	1	2	2	2	2	2	2	2	2
GCA_001152065.1	1	2	2	2	2	2	2	2	2
GCA_001335915.1	1	2	2	2	2	2	2	2	2
GCA_001195125.1	1	2	2	2	2	2	2	2	2
GCA_001100645.1	1	2	2	2	2	2	2	2	2
GCA_001090945.1	1	2	2	2	2	2	2	2	2
GCA_001335875.1	1	2	2	2	2	2	2	2	2
GCA_001135665.1	1	2	2	2	2	2	2	2	2
GCA_001093945.1	1	2	2	2	2	2	2	2	2
GCA_002889955.1	1	2	2	2	2	2	2	2	2
GCA_001337235.1	1	2	2	2	2	2	2	2	2
GCA_001127725.1	1	2	2	2	2	2	2	2	2
GCA_001123125.1	1	2	2	2	2	2	2	2	2
GCA_001339535.1	1	2	2	2	2	2	2	2	2
GCA_001125805.1	1	2	2	2	2	2	2	2	2
GCA_001098425.1	1	2	2	2	2	2	2	2	2
GCA_001344275.1	1	2	2	2	2	2	2	2	2
GCA_001122865.1	1	2	2	2	2	2	2	2	2
GCA_001145845.1	1	2	2	2	2	2	2	2	2
GCA_001121145.1	1	2	2	2	2	2	2	2	2
GCA_001346055.1	1	2	2	2	2	2	2	2	2
GCA_001149425.1	1	2	2	2	2	2	2	2	2
GCA_001346575.1	1	2	2	2	2	2	2	2	2
GCA_001153225.1	1	2	2	2	2	2	2	2	2
GCA_001161085.1	1	2	2	2	2	2	2	2	2
GCA_001153565.1	1	2	2	2	2	2	2	2	2
GCA_001104105.1	1	2	2	2	2	2	2	2	2
GCA_001091305.1	1	2	2	2	2	2	2	2	2
GCA_001130045.1	1	2	2	2	2	2	2	2	2
GCA_001168245.1	1	2	2	2	2	2	2	2	2
GCA_001117445.1	1	2	2	2	2	2	2	2	2
GCA_001210405.1	1	2	2	2	2	2	2	2	2
GCA_001403995.1	1	2	2	2	2	2	2	2	2
GCA_001202955.1	1	2	2	2	2	2	2	2	2
GCA_001205095.1	1	2	2	2	2	2	2	2	2
GCA_001338175.1	1	2	2	2	2	2	2	2	2
GCA_002889795.1	1	2	2	2	2	2	2	2	2
GCA_001198795.1	1	2	2	2	2	2	2	2	2
GCA_001201815.1	1	2	2	2	2	2	2	2	2
GCA_001209645.1	1	2	2	2	2	2	2	2	2
GCA_001192195.1	1	2	2	2	2	2	2	2	2
GCA_001340515.1	1	2	2	2	2	2	2	2	2
GCA_001340995.1	1	2	2	2	2	2	2	2	2
GCA_001137905.1	1	2	2	2	2	2	2	2	2
GCA_001129205.1	1	2	2	2	2	2	2	2	2
GCA_001119145.1	1	2	2	2	2	2	2	2	2
GCA_001144285.1	1	2	2	2	2	2	2	2	2
GCA_001345995.1	1	2	2	2	2	2	2	2	2
GCA_001150085.1	1	2	2	2	2	2	2	2	2
GCA_001104985.1	1	2	2	2	2	2	2	2	2
GCA_001345915.1	1	2	2	2	2	2	2	2	2
GCA_001100185.1	1	2	2	2	2	2	2	2	2
GCA_001148965.1	1	2	2	2	2	2	2	2	2
GCA_001142585.1	1	2	2	2	2	2	2	2	2
GCA_001149225.1	1	2	2	2	2	2	2	2	2
GCA_001172805.1	1	2	2	2	2	2	2	2	2
GCA_001347435.1	1	2	2	2	2	2	2	2	2
GCA_001131005.1	1	2	2	2	2	2	2	2	2
GCA_001118925.1	1	2	2	2	2	2	2	2	2
GCA_001135345.1	1	2	2	2	2	2	2	2	2
GCA_001132965.1	1	2	2	2	2	2	2	2	2
GCA_001126545.1	1	2	2	2	2	2	2	2	2
GCA_001171945.1	1	2	2	2	2	2	2	2	2
GCA_001116725.1	1	2	2	2	2	2	2	2	2
GCA_001130845.1	1	2	2	2	2	2	2	2	2
GCA_001147625.1	1	2	2	2	2	2	2	2	2
GCA_001337755.1	1	2	2	2	2	2	2	2	2
GCA_001210445.1	1	2	2	2	2	2	2	2	2
GCA_001162425.1	1	2	2	2	2	2	2	2	2
GCA_001404135.1	1	2	2	2	2	2	2	2	2
GCA_001193735.1	1	2	2	2	2	2	2	2	2
GCA_001200655.1	1	2	2	2	2	2	2	2	2
GCA_001121285.1	1	2	2	2	2	2	2	2	2
GCA_001170485.1	1	2	2	2	2	2	2	2	2
GCA_001141325.1	1	2	2	2	2	2	2	2	2
GCA_001151245.1	1	2	2	2	2	2	2	2	2
GCA_001134325.1	1	2	2	2	2	2	2	2	2
GCA_001120305.1	1	2	2	2	2	2	2	2	2
GCA_001335715.1	1	2	2	2	2	2	2	2	2
GCA_001335895.1	1	2	2	2	2	2	2	2	2
GCA_001335475.1	1	2	2	2	2	2	2	2	2
GCA_001087185.1	1	2	2	2	2	2	2	2	2
GCA_001113085.1	1	2	2	2	2	2	2	2	2
GCA_001138125.1	1	2	2	2	2	2	2	2	2
GCA_001101465.1	1	2	2	2	2	2	2	2	2
GCA_001167705.1	1	2	2	2	2	2	2	2	2
GCA_001137165.1	1	2	2	2	2	2	2	2	2
GCA_001105965.1	1	2	2	2	2	2	2	2	2
GCA_001107385.1	1	2	2	2	2	2	2	2	2
GCA_001161105.1	1	2	2	2	2	2	2	2	2
GCA_001106125.1	1	2	2	2	2	2	2	2	2
GCA_001127165.1	1	2	2	2	2	2	2	2	2
GCA_001347155.1	1	2	2	2	2	2	2	2	2
GCA_001096465.1	1	2	2	2	2	2	2	2	2
GCA_001347695.1	1	2	2	2	2	2	2	2	2
GCA_001105385.1	1	2	2	2	2	2	2	2	2
GCA_001137685.1	1	2	2	2	2	2	2	2	2
GCA_001169365.1	1	2	2	2	2	2	2	2	2
GCA_001205975.1	1	2	2	2	2	2	2	2	2
GCA_001341415.1	1	2	2	2	2	2	2	2	2
GCA_001123245.1	1	2	2	2	2	2	2	2	2
GCA_001342375.1	1	2	2	2	2	2	2	2	2
GCA_001112605.1	1	2	2	2	2	2	2	2	2
GCA_001088165.1	1	2	2	2	2	2	2	2	2
GCA_001124625.1	1	2	2	2	2	2	2	2	2
GCA_001132105.1	1	2	2	2	2	2	2	2	2
GCA_001119105.1	1	2	2	2	2	2	2	2	2
GCA_001112285.1	1	2	2	2	2	2	2	2	2
GCA_001346295.1	1	2	2	2	2	2	2	2	2
GCA_001347075.1	1	2	2	2	2	2	2	2	2
GCA_001102345.1	1	2	2	2	2	2	2	2	2
GCA_001083385.1	1	2	2	2	2	2	2	2	2
GCA_001347215.1	1	2	2	2	2	2	2	2	2
GCA_001094345.1	1	2	2	2	2	2	2	2	2
GCA_001128005.1	1	2	2	2	2	2	2	2	2
GCA_001105545.1	1	2	2	2	2	2	2	2	2
GCA_001137225.1	1	2	2	2	2	2	2	2	2
GCA_001335155.1	1	2	2	2	2	2	2	2	2
GCA_001131265.1	1	2	2	2	2	2	2	2	2
GCA_001147525.1	1	2	2	2	2	2	2	2	2
GCA_001099105.1	1	2	2	2	2	2	2	2	2
GCA_001108085.1	1	2	2	2	2	2	2	2	2
GCA_001156425.1	1	2	2	2	2	2	2	2	2
GCA_001111845.1	1	2	2	2	2	2	2	2	2
GCA_001107445.1	1	2	2	2	2	2	2	2	2
GCA_001335115.1	1	2	2	2	2	2	2	2	2
GCA_001116585.1	1	2	2	2	2	2	2	2	2
GCA_001335795.1	1	2	2	2	2	2	2	2	2
GCA_001138265.1	1	2	2	2	2	2	2	2	2
GCA_001205725.1	1	2	2	2	2	2	2	2	2
GCA_001337315.1	1	2	2	2	2	2	2	2	2
GCA_001147845.1	1	2	2	2	2	2	2	2	2
GCA_001110585.1	1	2	2	2	2	2	2	2	2
GCA_001161725.1	1	2	2	2	2	2	2	2	2
GCA_001203575.1	1	2	2	2	2	2	2	2	2
GCA_001193295.1	1	2	2	2	2	2	2	2	2
GCA_001341015.1	1	2	2	2	2	2	2	2	2
GCA_001154305.1	1	2	2	2	2	2	2	2	2
GCA_001205655.1	1	2	2	2	2	2	2	2	2
GCA_001207275.1	1	2	2	2	2	2	2	2	2
GCA_001131805.1	1	2	2	2	2	2	2	2	2
GCA_001100825.1	1	2	2	2	2	2	2	2	2
GCA_001089425.1	1	2	2	2	2	2	2	2	2
GCA_001085665.1	1	2	2	2	2	2	2	2	2
GCA_001335175.1	1	2	2	2	2	2	2	2	2
GCA_001158045.1	1	2	2	2	2	2	2	2	2
GCA_001100145.1	1	2	2	2	2	2	2	2	2
GCA_001164745.1	1	2	2	2	2	2	2	2	2
GCA_001169205.1	1	2	2	2	2	2	2	2	2
GCA_001202275.1	1	2	2	2	2	2	2	2	2
GCA_001199075.1	1	2	2	2	2	2	2	2	2
GCA_001084225.1	1	2	2	2	2	2	2	2	2
GCA_001083245.1	1	2	2	2	2	2	2	2	2
GCA_001120485.1	1	2	2	2	2	2	2	2	2
GCA_001334835.1	1	2	2	2	2	2	2	2	2
GCA_001336315.1	1	2	2	2	2	2	2	2	2
GCA_001337955.1	1	2	2	2	2	2	2	2	2
GCA_001200575.1	1	2	2	2	2	2	2	2	2
GCA_001203595.1	1	2	2	2	2	2	2	2	2
GCA_001090005.1	1	2	2	2	2	2	2	2	2
GCA_001120025.1	1	2	2	2	2	2	2	2	2
GCA_001343995.1	1	2	2	2	2	2	2	2	2
GCA_001148765.1	1	2	2	2	2	2	2	2	2
GCA_001170565.1	1	2	2	2	2	2	2	2	2
GCA_001090065.1	1	2	2	2	2	2	2	2	2
GCA_001093645.1	1	2	2	2	2	2	2	2	2
GCA_001089605.1	1	2	2	2	2	2	2	2	2
GCA_001140885.1	1	2	2	2	2	2	2	2	2
GCA_001129625.1	1	2	2	2	2	2	2	2	2
GCA_001108705.1	1	2	2	2	2	2	2	2	2
GCA_001336335.1	1	2	2	2	2	2	2	2	2
GCA_001334455.1	1	2	2	2	2	2	2	2	2
GCA_001335995.1	1	2	2	2	2	2	2	2	2
GCA_001334855.1	1	2	2	2	2	2	2	2	2
GCA_001149065.1	1	2	2	2	2	2	2	2	2
GCA_001342715.1	1	2	2	2	2	2	2	2	2
GCA_001336075.1	1	2	2	2	2	2	2	2	2
GCA_001104325.1	1	2	2	2	2	2	2	2	2
GCA_001339455.1	1	2	2	2	2	2	2	2	2
GCA_001204735.1	1	2	2	2	2	2	2	2	2
GCA_001170785.1	1	2	2	2	2	2	2	2	2
GCA_002889715.1	1	2	2	2	2	2	2	2	2
GCA_001149965.1	1	2	2	2	2	2	2	2	2
GCA_001343015.1	1	2	2	2	2	2	2	2	2
GCA_001110505.1	1	2	2	2	2	2	2	2	2
GCA_001195825.1	1	2	2	2	2	2	2	2	2
GCA_001341975.1	1	2	2	2	2	2	2	2	2
GCA_001140865.1	1	2	2	2	2	2	2	2	2
GCA_001193535.1	1	2	2	2	2	2	2	2	2
GCA_001341055.1	1	2	2	2	2	2	2	2	2
GCA_001341775.1	1	2	2	2	2	2	2	2	2
GCA_001262295.1	1	2	2	2	2	2	2	2	2
GCA_001106585.1	1	2	2	2	2	2	2	2	2
GCA_001099845.1	1	2	2	2	2	2	2	2	2
GCA_001344575.1	1	2	2	2	2	2	2	2	2
GCA_001343375.1	1	2	2	2	2	2	2	2	2
GCA_001093465.1	1	2	2	2	2	2	2	2	2
GCA_001122205.1	1	2	2	2	2	2	2	2	2
GCA_001142685.1	1	2	2	2	2	2	2	2	2
GCA_001095945.1	1	2	2	2	2	2	2	2	2
GCA_001154445.1	1	2	2	2	2	2	2	2	2
GCA_001344835.1	1	2	2	2	2	2	2	2	2
GCA_001091705.1	1	2	2	2	2	2	2	2	2
GCA_001111145.1	1	2	2	2	2	2	2	2	2
GCA_001159845.1	1	2	2	2	2	2	2	2	2
GCA_001093445.1	1	2	2	2	2	2	2	2	2
GCA_001156125.1	1	2	2	2	2	2	2	2	2
GCA_001132405.1	1	2	2	2	2	2	2	2	2
GCA_001101905.1	1	2	2	2	2	2	2	2	2
GCA_001345795.1	1	2	2	2	2	2	2	2	2
GCA_001099525.1	1	2	2	2	2	2	2	2	2
GCA_001346455.1	1	2	2	2	2	2	2	2	2
GCA_001142385.1	1	2	2	2	2	2	2	2	2
GCA_001116165.1	1	2	2	2	2	2	2	2	2
GCA_001145085.1	1	2	2	2	2	2	2	2	2
GCA_001098025.1	1	2	2	2	2	2	2	2	2
GCA_001125065.1	1	2	2	2	2	2	2	2	2
GCA_001165925.1	1	2	2	2	2	2	2	2	2
GCA_001345895.1	1	2	2	2	2	2	2	2	2
GCA_001101885.1	1	2	2	2	2	2	2	2	2
GCA_001090125.1	1	2	2	2	2	2	2	2	2
GCA_001111605.1	1	2	2	2	2	2	2	2	2
GCA_001347035.1	1	2	2	2	2	2	2	2	2
GCA_001113465.1	1	2	2	2	2	2	2	2	2
GCA_001083425.1	1	2	2	2	2	2	2	2	2
GCA_001121105.1	1	2	2	2	2	2	2	2	2
GCA_001151745.1	1	2	2	2	2	2	2	2	2
GCA_001128165.1	1	2	2	2	2	2	2	2	2
GCA_001088705.1	1	2	2	2	2	2	2	2	2
