locus_tag	ftype	length_bp	gene	EC_number	COG	product
INHMNHHN_00436	CDS	972				secretion protein
INHMNHHN_00437	CDS	1173				hypothetical protein
INHMNHHN_00438	CDS	1134				hypothetical protein
INHMNHHN_00439	CDS	342				hypothetical protein
INHMNHHN_00440	CDS	927				transcriptional regulator
INHMNHHN_00441	CDS	777	fpr			ferredoxin-NADP reductase
INHMNHHN_00442	CDS	537	nosL			acessory protein NosL
INHMNHHN_00443	CDS	828	nosY			membrane protein NosY
INHMNHHN_00444	CDS	915	nosF			copper ABC transporter ATP-binding protein
INHMNHHN_00445	CDS	1287	nosD			copper-binding periplasmic protein
INHMNHHN_00446	CDS	1911	nosZ			nitrous-oxide reductase
INHMNHHN_00447	CDS	2148	nosR			regulatory protein NosR
INHMNHHN_00448	CDS	405				ring-cleaving dioxygenase
INHMNHHN_00449	CDS	303	lsrG_1	5.3.1.32		(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
INHMNHHN_00450	CDS	696				S-adenosylmethionine-dependent methyltransferase RcsF
INHMNHHN_00451	CDS	771	rhlG			3-oxoacyl-ACP reductase
INHMNHHN_00452	CDS	366				hypothetical protein
INHMNHHN_00453	CDS	327	amrZ			alginate and motility regulator Z
INHMNHHN_00454	CDS	837	phnC			phosphonate ABC transporter ATP-binding protein
INHMNHHN_00455	CDS	1005				phosphonate ABC transporter substrate-binding protein
INHMNHHN_00456	CDS	795	phnE			phosphonate transporter PhnE
INHMNHHN_00457	CDS	723				transcriptional regulator
INHMNHHN_00458	CDS	459	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
INHMNHHN_00459	CDS	630				carbon-phosphorus lyase complex subunit
INHMNHHN_00460	CDS	1101	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
INHMNHHN_00461	CDS	885	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
INHMNHHN_00462	CDS	816				phosphonate C-P lyase system protein PhnK
INHMNHHN_00463	CDS	717				ABC transporter ATP-binding protein
INHMNHHN_00464	CDS	1164	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
INHMNHHN_00465	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
INHMNHHN_00466	CDS	771				carbon-phosphorus lyase complex accessory protein
INHMNHHN_00467	CDS	186				hypothetical protein
INHMNHHN_00468	CDS	147				hypothetical protein
INHMNHHN_00469	CDS	279				hypothetical protein
INHMNHHN_00470	CDS	519				acetyltransferase
INHMNHHN_00471	tRNA	77				tRNA-Arg(cct)
INHMNHHN_00472	CDS	1149				hypothetical protein
INHMNHHN_00473	CDS	2742				hypothetical protein
INHMNHHN_00474	tRNA	76				tRNA-Arg(cct)
INHMNHHN_00475	CDS	1254				hypothetical protein
INHMNHHN_00476	CDS	1041	amiE_1	3.5.1.4		acylamide amidohydrolase
INHMNHHN_00477	CDS	1116				chaperone
INHMNHHN_00478	CDS	1158	amiC_1			aliphatic amidase expression-regulating protein
INHMNHHN_00479	CDS	591	amiR			aliphatic amidase regulator
INHMNHHN_00480	CDS	519				transporter protein AmiS
INHMNHHN_00481	CDS	348	lecB			fucose-binding lectin PA-IIL
INHMNHHN_00482	CDS	1059				secretion protein
INHMNHHN_00483	CDS	1029				hypothetical protein
INHMNHHN_00484	CDS	897				hypothetical protein
INHMNHHN_00485	CDS	1347	dsdA	4.3.1.18		D-serine dehydratase
INHMNHHN_00486	CDS	1344	spuB_1			glutamine synthetase
INHMNHHN_00487	CDS	1305				major facilitator superfamily transporter
INHMNHHN_00488	tRNA	94				tRNA-Arg(acg)
INHMNHHN_00489	CDS	750	ycgR		COG5581	Flagellar brake protein YcgR
INHMNHHN_00490	CDS	471				hypothetical protein
INHMNHHN_00491	CDS	324	flgM			protein FlgM
INHMNHHN_00492	CDS	738				flagellar basal body P-ring biosynthesis protein FlgA
INHMNHHN_00493	CDS	933				chemotaxis protein
INHMNHHN_00494	CDS	825				chemotaxis protein methyltransferase
INHMNHHN_00495	CDS	306				STAS-domain containing protein
INHMNHHN_00496	CDS	1716				two-component response regulator
INHMNHHN_00497	CDS	351				hypothetical protein
INHMNHHN_00498	CDS	2139	recQ			ATP-dependent DNA helicase RecQ
INHMNHHN_00499	CDS	1164				hypothetical protein
INHMNHHN_00500	CDS	1017				hypothetical protein
INHMNHHN_00501	CDS	435				transcriptional regulator
INHMNHHN_00502	CDS	2052	cpoB_1			Cell division coordinator CpoB
INHMNHHN_00503	CDS	2187	plpD			patatin-like protein
INHMNHHN_00504	CDS	291				hypothetical protein
INHMNHHN_00505	CDS	993	rfaD			ADP-L-glycero-D-mannoheptose-6-epimerase
INHMNHHN_00506	CDS	1167				major facilitator superfamily transporter
INHMNHHN_00507	CDS	813				hypothetical protein
INHMNHHN_00508	CDS	240				acyl carrier protein
INHMNHHN_00509	CDS	993	fabH2	2.3.1.180		3-oxoacyl-ACP synthase III
INHMNHHN_00510	CDS	426			COG3631	putative PhzA/B-like protein
INHMNHHN_00511	CDS	1257				cytochrome P450
INHMNHHN_00512	CDS	915				short-chain dehydrogenase
INHMNHHN_00513	CDS	1326				hypothetical protein
INHMNHHN_00514	CDS	1167				FAD-dependent monooxygenase
INHMNHHN_00515	CDS	7059				non-ribosomal peptide synthetase
INHMNHHN_00516	CDS	606				ATP-dependent Clp protease proteolytic subunit
INHMNHHN_00517	CDS	888				hypothetical protein
INHMNHHN_00518	CDS	1779				short-chain dehydrogenase
INHMNHHN_00519	CDS	876				hypothetical protein
INHMNHHN_00520	CDS	813				hypothetical protein
INHMNHHN_00521	CDS	915				transcriptional regulator
INHMNHHN_00522	CDS	456				hypothetical protein
INHMNHHN_00523	CDS	2079	plcN			non-hemolytic phospholipase C
INHMNHHN_00524	CDS	501				hypothetical protein
INHMNHHN_00525	CDS	729				hypothetical protein
INHMNHHN_00526	CDS	771				ABC transporter permease
INHMNHHN_00527	CDS	834				phosphonates ABC transporter permease
INHMNHHN_00528	CDS	804				phosphonates ABC transporter ATP-binding protein
INHMNHHN_00529	CDS	858				phosphonate ABC transporter substrate-binding protein
INHMNHHN_00530	CDS	891				3-hydroxyisobutyrate dehydrogenase
INHMNHHN_00531	CDS	2181				signaling protein
INHMNHHN_00532	CDS	1656	eptA_2	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
INHMNHHN_00533	CDS	456				Putative universal stress protein
INHMNHHN_00534	CDS	2847				RNA polymerase-associated protein RapA
INHMNHHN_00535	CDS	309				hypothetical protein
INHMNHHN_00536	CDS	603				hypothetical protein
INHMNHHN_00537	CDS	162				hypothetical protein
INHMNHHN_00538	CDS	114				hypothetical protein
INHMNHHN_00539	CDS	1995	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
INHMNHHN_00540	CDS	204				hypothetical protein
INHMNHHN_00541	CDS	858				secretion protein
INHMNHHN_00542	CDS	1176				major facilitator superfamily transporter
INHMNHHN_00543	CDS	471	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
INHMNHHN_00544	CDS	951		3.1.1.23	COG2267	Monoacylglycerol lipase
INHMNHHN_00545	CDS	1689	fadD2			long-chain-fatty-acid--CoA ligase
INHMNHHN_00546	CDS	1689	fadD1			long-chain-fatty-acid--CoA ligase
INHMNHHN_00547	CDS	210				hypothetical protein
INHMNHHN_00548	CDS	3981				ATP-dependent helicase
INHMNHHN_00549	CDS	1431	phoA			alkaline phosphatase
INHMNHHN_00550	CDS	438				HIT family protein
INHMNHHN_00551	CDS	2067	vgrG1_1			type VI secretion system protein VgrG
INHMNHHN_00552	CDS	816				hypothetical protein
INHMNHHN_00553	CDS	243				hypothetical protein
INHMNHHN_00554	CDS	1341				hypothetical protein
INHMNHHN_00555	CDS	414				hypothetical protein
INHMNHHN_00556	CDS	471				IS66 family transposase ISPpu30
INHMNHHN_00557	CDS	516				hypothetical protein
INHMNHHN_00558	CDS	1122				3-oxoacyl-ACP synthase
INHMNHHN_00559	CDS	612				ECF subfamily sigma-70 factor
INHMNHHN_00560	CDS	240				hypothetical protein
INHMNHHN_00561	CDS	315				hypothetical protein
INHMNHHN_00562	CDS	855				hypothetical protein
INHMNHHN_00563	CDS	735				hypothetical protein
INHMNHHN_00564	CDS	591				hypothetical protein
INHMNHHN_00565	CDS	1317	oprO			pyrophosphate-specific outer membrane porin OprO
INHMNHHN_00566	CDS	1323	oprP			phosphate-specific outer membrane porin OprP
INHMNHHN_00567	CDS	300				hypothetical protein
INHMNHHN_00568	CDS	813				short-chain dehydrogenase
INHMNHHN_00569	CDS	423				hypothetical protein
INHMNHHN_00570	CDS	330				hypothetical protein
INHMNHHN_00571	CDS	288				hypothetical protein
INHMNHHN_00572	CDS	384				hypothetical protein
INHMNHHN_00573	CDS	4347				ATP-dependent DNA helicase
INHMNHHN_00574	CDS	3480				two-component sensor
INHMNHHN_00575	CDS	570				hypothetical protein
INHMNHHN_00576	CDS	855				transcriptional regulator
INHMNHHN_00577	CDS	2166				TonB-dependent receptor
INHMNHHN_00578	CDS	1875	lplT			Lysophospholipid transporter LplT
INHMNHHN_00579	CDS	210	capB			major cold shock protein CspA
INHMNHHN_00580	CDS	315				transporter
INHMNHHN_00581	CDS	927				transporter
INHMNHHN_00582	CDS	921				recombination associated protein RdgC
INHMNHHN_00583	tRNA	76				tRNA-Val(tac)
INHMNHHN_00584	tRNA	77				tRNA-Asp(gtc)
INHMNHHN_00585	CDS	762				FkbP-type peptidyl-prolyl cis-trans isomerase
INHMNHHN_00586	CDS	432				hypothetical protein
INHMNHHN_00587	CDS	747				hypothetical protein
INHMNHHN_00588	CDS	312				transcriptional regulator
INHMNHHN_00589	CDS	360				hypothetical protein
INHMNHHN_00590	CDS	480				hypothetical protein
INHMNHHN_00591	CDS	1749				hypothetical protein
INHMNHHN_00592	CDS	2130	prc			tail-specific protease
INHMNHHN_00593	CDS	963				oxidoreductase
INHMNHHN_00594	CDS	651		3.1.3.-	COG0560	putative phosphatase
INHMNHHN_00595	CDS	996				ABC transporter ATP-binding protein
INHMNHHN_00596	CDS	798				ABC transporter permease
INHMNHHN_00597	CDS	840				ABC transporter permease
INHMNHHN_00598	CDS	810				hypothetical protein
INHMNHHN_00599	CDS	1059				hypothetical protein
INHMNHHN_00600	CDS	717				transcriptional regulator
INHMNHHN_00601	CDS	552	rimJ_2			ribosomal protein alanine acetyltransferase
INHMNHHN_00602	CDS	1290				aminopeptidase
INHMNHHN_00603	CDS	636	rluA			pseudouridine synthase
INHMNHHN_00604	CDS	255	minE			cell division topological specificity factor MinE
INHMNHHN_00605	CDS	816	minD			cell division inhibitor MinD
INHMNHHN_00606	CDS	792	minC			septum formation inhibitor
INHMNHHN_00607	CDS	939				lipid A biosynthesis lauroyl acyltransferase
INHMNHHN_00608	CDS	1170				hypothetical protein
INHMNHHN_00609	CDS	858				quercetin 2,3-dioxygenase
INHMNHHN_00610	CDS	804				hypothetical protein
INHMNHHN_00611	CDS	1362				hypothetical protein
INHMNHHN_00612	CDS	222				hypothetical protein
INHMNHHN_00613	CDS	858				glycine betaine-binding protein
INHMNHHN_00614	CDS	312	yjcH_1		COG3162	Inner membrane protein YjcH
INHMNHHN_00615	CDS	1656				acetate permease
INHMNHHN_00616	CDS	1800				hypothetical protein
INHMNHHN_00617	CDS	627				DNA polymerase III subunit epsilon
INHMNHHN_00618	CDS	159				hypothetical protein
INHMNHHN_00619	CDS	1125				hypothetical protein
INHMNHHN_00620	CDS	267				hypothetical protein
INHMNHHN_00621	CDS	1833				ABC transporter ATP-binding protein/permease
INHMNHHN_00622	CDS	564	ppiA			peptidyl-prolyl cis-trans isomerase A
INHMNHHN_00623	CDS	828				hydrolase
INHMNHHN_00624	CDS	930				transcriptional regulator
INHMNHHN_00625	CDS	318				hypothetical protein
INHMNHHN_00626	CDS	642	azoR3			FMN-dependent NADH-azoreductase
INHMNHHN_00627	CDS	900				hypothetical protein
INHMNHHN_00628	CDS	336	csaA			molecular chaperone CsaA
INHMNHHN_00629	CDS	765				transcriptional regulator
INHMNHHN_00630	CDS	813	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
INHMNHHN_00631	CDS	1056				glycosyl transferase family protein
INHMNHHN_00632	CDS	1341	cyaB			protein CyaB
INHMNHHN_00633	CDS	318				hypothetical protein
INHMNHHN_00634	CDS	996				transcriptional regulator
INHMNHHN_00635	CDS	645				hypothetical protein
INHMNHHN_00636	CDS	939				hypothetical protein
INHMNHHN_00637	CDS	795				ABC transporter ATP-binding protein
INHMNHHN_00638	CDS	1146				ABC transporter permease
INHMNHHN_00639	CDS	1455	trkH			potassium uptake protein TrkH
INHMNHHN_00640	CDS	372				hypothetical protein
INHMNHHN_00641	CDS	561	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
INHMNHHN_00642	CDS	480				hypothetical protein
INHMNHHN_00643	CDS	1338				two-component sensor
INHMNHHN_00644	CDS	441				hypothetical protein
INHMNHHN_00645	CDS	678				two-component response regulator
INHMNHHN_00646	CDS	360				hypothetical protein
INHMNHHN_00647	CDS	300	yciI		COG2350	Protein YciI
INHMNHHN_00648	CDS	588				intracellular septation protein A
INHMNHHN_00649	CDS	888	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
INHMNHHN_00650	CDS	630	yciO		COG0009	putative protein YciO
INHMNHHN_00651	CDS	891	scpA			Segregation and condensation protein A
INHMNHHN_00652	CDS	999	scpB			Segregation and condensation protein B
INHMNHHN_00653	CDS	531				hypothetical protein
INHMNHHN_00654	CDS	213				hypothetical protein
INHMNHHN_00655	CDS	1005	gapA			glyceraldehyde 3-phosphate dehydrogenase
INHMNHHN_00656	CDS	1827	edd	4.2.1.12		phosphogluconate dehydratase
INHMNHHN_00657	CDS	996	glk	2.7.1.2		glucokinase
INHMNHHN_00658	CDS	729	gltR			two-component response regulator GltR
INHMNHHN_00659	CDS	1449				two-component sensor
INHMNHHN_00660	CDS	1263				sugar ABC transporter substrate-binding protein
INHMNHHN_00661	CDS	933				sugar ABC transporter permease
INHMNHHN_00662	CDS	846				sugar ABC transporter permease
INHMNHHN_00663	CDS	1161				ABC transporter ATP-binding protein
INHMNHHN_00664	CDS	177				hypothetical protein
INHMNHHN_00665	CDS	111				hypothetical protein
INHMNHHN_00666	CDS	1293				hypothetical protein
INHMNHHN_00667	CDS	1002				bacteriophage integrase
INHMNHHN_00668	tRNA	77				tRNA-Met(cat)
INHMNHHN_00669	CDS	864				hypothetical protein
INHMNHHN_00670	CDS	102				hypothetical protein
INHMNHHN_00671	CDS	768				hypothetical protein
INHMNHHN_00672	CDS	1893				hypothetical protein
INHMNHHN_00673	CDS	4473				hypothetical protein
INHMNHHN_00674	CDS	2784	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
INHMNHHN_00675	CDS	5274				hypothetical protein
INHMNHHN_00676	CDS	1101				hypothetical protein
INHMNHHN_00677	CDS	1212	intA		COG0582	Prophage integrase IntA
INHMNHHN_00678	CDS	213				hypothetical protein
INHMNHHN_00679	CDS	1023				hypothetical protein
INHMNHHN_00680	CDS	435				transcriptional regulator
INHMNHHN_00681	CDS	837	zitB			Zinc transporter ZitB
INHMNHHN_00682	CDS	762				hypothetical protein
INHMNHHN_00683	CDS	1440	lnt_1			apolipoprotein N-acyltransferase
INHMNHHN_00684	CDS	522	lspA_1	3.4.23.36		lipoprotein signal peptidase
INHMNHHN_00685	CDS	498				hypothetical protein
INHMNHHN_00686	CDS	147				hypothetical protein
INHMNHHN_00687	CDS	240				hypothetical protein
INHMNHHN_00688	CDS	543				hypothetical protein
INHMNHHN_00689	CDS	645				hypothetical protein
INHMNHHN_00690	CDS	417				hypothetical protein
INHMNHHN_00691	CDS	477				hypothetical protein
INHMNHHN_00692	CDS	270				hypothetical protein
INHMNHHN_00693	CDS	1575	lon_2	3.4.21.53		Lon protease
INHMNHHN_00694	CDS	738				hypothetical protein
INHMNHHN_00695	CDS	210				hypothetical protein
INHMNHHN_00696	CDS	2979	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
INHMNHHN_00697	CDS	2643				hypothetical protein
INHMNHHN_00698	CDS	1164				hypothetical protein
INHMNHHN_00699	CDS	1263				hypothetical protein
INHMNHHN_00700	CDS	1116				hypothetical protein
INHMNHHN_00701	CDS	1623				hypothetical protein
INHMNHHN_00702	CDS	699				hypothetical protein
INHMNHHN_00703	CDS	1194	intS		COG0582	Prophage integrase IntS
INHMNHHN_00704	CDS	1101				GTP-dependent nucleic acid-binding protein EngD
INHMNHHN_00705	CDS	585		3.1.1.29		peptidyl-tRNA hydrolase
INHMNHHN_00706	CDS	615				50S ribosomal protein L25/general stress protein Ctc
INHMNHHN_00707	tRNA	75				tRNA-Gln(ttg)
INHMNHHN_00708	CDS	849	ipk	2.7.1.148		4-diphosphocytidyl-2C-methyl-D-erythritol kinase
INHMNHHN_00709	CDS	618				molecular chaperone LolB
INHMNHHN_00710	CDS	1728	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
INHMNHHN_00711	CDS	1269	hemA	1.2.1.70		glutamyl-tRNA reductase
INHMNHHN_00712	CDS	1083	prfA			peptide chain release factor 1
INHMNHHN_00713	CDS	831	hemK	2.1.1.-		methyl transferase
INHMNHHN_00714	CDS	759	moeB			molybdopterin biosynthesis protein MoeB
INHMNHHN_00715	CDS	798	murI	5.1.1.3		glutamate racemase
INHMNHHN_00716	CDS	522	pagL			lipid A 3-O-deacylase
INHMNHHN_00717	CDS	1431	phr			deoxyribodipyrimidine photolyase
INHMNHHN_00718	CDS	900				transcriptional regulator
INHMNHHN_00719	CDS	957				hypothetical protein
INHMNHHN_00720	CDS	984		1.6.3.5	COG3380	Renalase
INHMNHHN_00721	CDS	918				Epimerase family protein
INHMNHHN_00722	CDS	1023	hemH	4.99.1.1		ferrochelatase
INHMNHHN_00723	CDS	1374				major facilitator superfamily transporter
INHMNHHN_00724	CDS	948				hypothetical protein
INHMNHHN_00725	CDS	2373				hypothetical protein
INHMNHHN_00726	CDS	789				pili assembly chaperone
INHMNHHN_00727	CDS	543				hypothetical protein
INHMNHHN_00728	CDS	534				hypothetical protein
INHMNHHN_00729	CDS	549				hypothetical protein
INHMNHHN_00730	CDS	1284	uraA			uracil permease
INHMNHHN_00731	CDS	639	upp	2.4.2.9		uracil phosphoribosyltransferase
INHMNHHN_00732	CDS	558		2.4.2.8		hypoxanthine-guanine phosphoribosyltransferase
INHMNHHN_00733	CDS	474				hypothetical protein
INHMNHHN_00734	CDS	486				hypothetical protein
INHMNHHN_00735	CDS	291				hypothetical protein
INHMNHHN_00736	CDS	414				hypothetical protein
INHMNHHN_00737	CDS	1524	mqoB	1.1.5.4		malate:quinone oxidoreductase
INHMNHHN_00738	CDS	588				hypothetical protein
INHMNHHN_00739	CDS	207				hypothetical protein
INHMNHHN_00740	CDS	279				hypothetical protein
INHMNHHN_00741	CDS	1161				hypothetical protein
INHMNHHN_00742	CDS	183				hypothetical protein
INHMNHHN_00743	CDS	264				hypothetical protein
INHMNHHN_00744	CDS	705				transporter
INHMNHHN_00745	CDS	615				hypothetical protein
INHMNHHN_00746	CDS	2139				chemotaxis transducer
INHMNHHN_00747	CDS	822	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
INHMNHHN_00748	CDS	990				hypothetical protein
INHMNHHN_00749	CDS	444				hypothetical protein
INHMNHHN_00750	CDS	579	mneA			Putative manganese exporter
INHMNHHN_00751	CDS	1464	lysP			lysine-specific permease
INHMNHHN_00752	CDS	999				16S rRNA methyltransferase
INHMNHHN_00753	CDS	972	hprA	1.1.1.29		glycerate dehydrogenase
INHMNHHN_00754	CDS	2862				hypothetical protein
INHMNHHN_00755	CDS	1449				transporter
INHMNHHN_00756	CDS	1395	eutB			ethanolamine ammonia-lyase large subunit
INHMNHHN_00757	CDS	822		4.3.1.7		ethanolamine ammonia-lyase small subunit
INHMNHHN_00758	CDS	462				acetyltransferase
INHMNHHN_00759	CDS	894				hypothetical protein
INHMNHHN_00760	CDS	1584				hypothetical protein
INHMNHHN_00761	CDS	666	dedA		COG0586	Protein DedA
INHMNHHN_00762	CDS	831	mtfA		COG3228	Protein MtfA
INHMNHHN_00763	CDS	528	ppa	3.6.1.1		inorganic pyrophosphatase
INHMNHHN_00764	CDS	717				two-component response regulator
INHMNHHN_00765	CDS	270				hypothetical protein
INHMNHHN_00766	CDS	690	aqpZ			aquaporin Z
INHMNHHN_00767	CDS	1002				hypothetical protein
INHMNHHN_00768	CDS	2301				two-component sensor
INHMNHHN_00769	CDS	927				ABC transporter ATP-binding protein
INHMNHHN_00770	CDS	735				ABC transporter permease
INHMNHHN_00771	CDS	1803				hypothetical protein
INHMNHHN_00772	CDS	1008				hypothetical protein
INHMNHHN_00773	CDS	1170	tarD	4.2.1.81	COG4948	D(-)-tartrate dehydratase
INHMNHHN_00774	CDS	345	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
INHMNHHN_00775	CDS	888	ispA			geranyltranstransferase
INHMNHHN_00776	CDS	1884	dxs	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
INHMNHHN_00777	CDS	798	phuT_1			heme-transporter PhuT
INHMNHHN_00778	CDS	420				hypothetical protein
INHMNHHN_00779	CDS	618	ribA	3.5.4.25		GTP cyclohydrolase II
INHMNHHN_00780	CDS	645				hypothetical protein
INHMNHHN_00781	CDS	747				hypothetical protein
INHMNHHN_00782	CDS	516	pgpA			phosphatidylglycerophosphatase A
INHMNHHN_00783	CDS	969	thiL	2.7.4.16		thiamine monophosphate kinase
INHMNHHN_00784	CDS	480	nusB			transcription antitermination protein NusB
INHMNHHN_00785	CDS	477	ribE			6,7-dimethyl-8-ribityllumazine synthase
INHMNHHN_00786	CDS	1098	ribB	4.1.99.12		3,4-dihydroxy-2-butanone-4-phosphate synthase
INHMNHHN_00787	CDS	660	ribC	2.5.1.9		riboflavin synthase subunit alpha
INHMNHHN_00788	CDS	1122	ribD			riboflavin-specific deaminase/reductase
INHMNHHN_00789	CDS	510	nrdR			transcriptional regulator NrdR
INHMNHHN_00790	CDS	459				hypothetical protein
INHMNHHN_00791	CDS	663	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
INHMNHHN_00792	CDS	870				thioredoxin
INHMNHHN_00793	CDS	357				hypothetical protein
INHMNHHN_00794	CDS	573				hypothetical protein
INHMNHHN_00795	CDS	705				ABC transporter ATP-binding protein
INHMNHHN_00796	CDS	1266				hypothetical protein
INHMNHHN_00797	CDS	519				hypothetical protein
INHMNHHN_00798	CDS	699	oprG			outer membrane protein OprG
INHMNHHN_00799	CDS	357				hypothetical protein
INHMNHHN_00800	CDS	930				epimerase
INHMNHHN_00801	CDS	885	rmlD_1			dTDP-4-dehydrorhamnose reductase
INHMNHHN_00802	CDS	951				FeaR family transcriptional regulator
